"DataEntries: 8756, TestEntries: 6, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"352.992131799595","338.9736379613424"
"319.18446787673116","335.9630931458565"
"313.97007269480457","313.8857644990455"
"307.5686374855013","309.8717047451785"
"303.7417247762241","310.87521968378803"
"288.72149822441816","302.8471001757685"
"290.5984298096171","291.80843585249147"
"292.17538418310795","290.80492091388203"
"282.9731364019954","283.780316344472"
"283.3595389981256","280.769771528929"
"282.73024642949696","277.7592267136715"
"283.0374943829827","277.7592267136715"
"287.80668497053705","275.7521968364525"
"292.67959885826275","282.7768014058625"
"289.08339933877903","286.79086116001497"
"290.12079181090473","293.815465729425"
"289.1321735140296","311.878734622112"
"310.9006058424735","316.8963093145885"
"315.77052784404634","316.8963093145885"
"308.86318699906536","320.9103690685412"
"313.4474328998439","311.878734622112"
"307.58762505427","314.889279437655"
"309.5613589627503","315.892794375979"
"341.74089809514527","343.99121265377886"
"374.195592467527","349.00878734622114"
"326.0217387002105","339.9771528998377"
"317.638553053367","322.9173989455318"
"309.363574770772","311.878734622112"
"308.18651675730194","312.8822495607215"
"302.1852280533912","307.864674868245"
"291.5626799455301","292.8119507908155"
"292.14080579853487","283.780316344472"
"277.1572638569444","275.7521968364525"
"273.1781993773178","262.706502636242"
"267.8886341539977","259.695957820699"
"268.6684122933606","276.75571177506197"
"289.85493192983944","290.80492091388203"
"313.33470838694143","364.06151142355355"
"427.96264659391966","432.3005272406915"
"372.6747367812418","383.1282952548215"
"362.5835036386818","357.0369068541435"
"348.62436369022856","357.0369068541435"
"360.0759638426649","371.0861159929635"
"399.903429300186","422.265377856024"
"379.0447922979501","389.149384885622"
"369.4728174602737","380.1177504392785"
"397.4598172625662","409.219683655528"
"479.3147354198675","496.525483303991"
"497.8059220591615","513.585237258354"
"416.34113577963484","362.05448154656295"
"338.95634244462263","316.8963093145885"
"303.7173373741626","307.864674868245"
"312.0277838718856","302.8471001757685"
"301.33443001373024","300.84007029883503"
"291.2537259608664","289.8014059752725"
"289.96053498114645","289.8014059752725"
"281.20275566001726","285.7873462214055"
"285.1838246063468","287.794376098339"
"289.27921449400696","283.780316344472"
"287.62357684322507","288.7978910369485"
"298.7566493338577","305.85764499131153"
"322.9308986723817","338.9736379613424"
"389.6487305681384","409.219683655528"
"361.98652208122394","368.0755711775062"
"341.9701240879589","352.0193321616956"
"341.5743038390368","342.987697715295"
"339.1853176299947","353.0228471001623"
"353.77470819421643","360.0474516696009"
"358.5123147666176","353.0228471001623"
"355.9446737671769","347.0017574692448"
"363.16592337888824","365.06502636204885"
"417.97235975067645","429.289982425434"
"485.5109353366599","456.3848857644645"
"360.74698004419224","357.0369068541435"
"333.6690613502928","344.9947275922685"
"309.7412724647133","319.9068541300459"
"317.5863519522729","318.9033391915506"
"309.45147821105115","306.8611599296355"
"295.0620744596441","295.82249560635853"
"296.4527989489846","295.82249560635853"
"290.14400075669533","288.7978910369485"
"286.7983700529907","289.8014059752725"
"289.60950062979464","291.80843585249147"
"294.0400060106981","297.829525483292"
"304.6054537253211","311.878734622112"
"327.6217738839972","342.987697715295"
"374.1453375243964","373.0931458699541"
"335.777998366415","379.1142355009545"
"360.2827248767425","365.06502636204885"
"359.2051329592711","362.05448154656295"
"360.8670952479745","366.0685413005156"
"370.7097616866963","363.05799648505825"
"359.3003805939902","359.0439367311056"
"355.33914794508314","358.0404217926103"
"376.8248857150001","369.0790861160015"
"405.16397940700386","409.219683655528"
"471.39983003399556","484.4833040421045"
"351.0172565886246","360.0474516696009"
"327.14045446123646","336.9666080843518"
"308.54550835008087","318.9033391915506"
"319.15615137804974","322.9173989455318"
"315.78789232834515","319.9068541300459"
"305.2933859410879","300.84007029883503"
"300.60796378060496","304.854130052702"
"297.7225439455925","296.8260105446825"
"291.38185572396765","297.829525483292"
"296.44939113638935","299.8365553602255"
"301.56843430292724","308.868189806569"
"307.43057609424875","320.9103690685412"
"337.38619370919105","344.9947275922685"
"376.3143003334401","410.2231985941375"
"361.1280049446741","334.9595782073897"
"316.99412296544136","323.9209138839985"
"314.0047674353592","319.9068541300459"
"332.4328612292606","330.94551845343705"
