"actual","ideal"
"481.5384017736858","494.51845342705747"
"382.61593150084923","393.1634446397745"
"366.9545040850802","334.9595782073897"
"356.39869254951293","317.899824253198"
"344.6084221711719","322.9173989455318"
"353.0761500803367","319.9068541300459"
"314.4434423371368","319.9068541300459"
"377.09373876187726","322.9173989455318"
"425.2895909130875","334.9595782073897"
"546.8644547827241","350.012302284705"
"538.9252144636735","497.52899824260055"
"592.6861695896412","626.9824253075235"
"566.4848931304896","520.6098418277641"
"533.2594489984992","506.560632688944"
"495.5387971399105","541.683655535994"
"470.08483667261584","399.184534270575"
"466.2912797591234","334.9595782073897"
"466.0757811799033","315.892794375979"
"464.47124979800446","322.9173989455318"
"463.10678453930626","318.9033391915506"
"452.0236573638514","315.892794375979"
"482.96667580091975","316.8963093145885"
"497.3767273047739","329.94200351494175"
"528.981087773752","339.9771528998377"
"499.77866338982983","482.476274165171"
"389.3508624995522","539.6766256590605"
"382.2557571273082","372.0896309314588"
"326.8061270470124","326.9314586994844"
"342.4323488119794","325.9279437609891"
"309.3015301112361","318.9033391915506"
"316.10005597394724","316.8963093145885"
"311.0020779447712","314.889279437655"
"333.4877962533538","322.9173989455318"
"332.0353148692772","334.9595782073897"
"485.6434898294051","449.36028119505454"
"469.12137886373034","513.585237258354"
"418.46925512545226","552.722319859271"
"395.65792085694966","587.8453427066065"
"367.0082078622484","502.546572935077"
"404.04787488610395","549.7117750440135"
"264.66032327363723","508.5676625658775"
"344.6023885099022","447.353251318121"
"345.92285193720727","507.5641476275535"
"312.3725675016529","411.22671353246153"
"312.0337170944183","379.1142355009545"
"311.4970373862467","344.9947275922685"
"311.5930897737402","327.93497363795115"
"326.3546406497276","331.9490333919038"
"317.3109711226497","325.9279437609891"
"330.1300546373269","324.9244288224938"
"313.261240165881","334.9595782073897"
"330.9335778500554","342.987697715295"
"333.64151334676626","368.0755711775062"
"462.8727942873825","446.3497363795115"
"413.72290720293574","553.7258347978805"
"385.6069360990425","447.353251318121"
"386.02051067711665","446.3497363795115"
"413.8657279467774","520.6098418277641"
"370.1046006412783","519.6063268891545"
"356.80913732720813","378.110720562345"
"335.14969997759664","351.0158172232003"
"324.2160920572178","325.9279437609891"
"364.63019523354916","334.9595782073897"
"329.87589971936023","329.94200351494175"
"310.4361025032157","320.9103690685412"
"325.1087331580774","313.8857644990455"
"327.94022174815115","312.8822495607215"
"343.2075523482771","311.878734622112"
"372.80298068179275","299.8365553602255"
"473.66791529167045","310.87521968378803"
"447.5988804533323","322.9173989455318"
"415.63436446877233","329.94200351494175"
"332.7700960548118","331.9490333919038"
"338.23954972961735","329.94200351494175"
"325.44473601752884","324.9244288224938"
"329.76170670694574","316.8963093145885"
"334.97887327299463","312.8822495607215"
"338.162872822199","315.892794375979"
"420.8591845438656","324.9244288224938"
"453.9737524835979","347.0017574692448"
"499.1192691702156","341.9841827767997"
"601.9738094919662","325.9279437609891"
"470.1940468937512","318.9033391915506"
"397.0104774364119","317.899824253198"
"341.03403685088875","315.892794375979"
"310.61107501784863","307.864674868245"
"457.8381589746467","295.82249560635853"
"322.88701499466475","290.80492091388203"
"336.76753225516745","288.7978910369485"
"317.97233493087134","285.7873462214055"
"338.0068825462408","285.7873462214055"
"329.19249730183935","283.780316344472"
"375.0781604423699","269.731107205652"
"435.0464937003377","267.7240773287185"
"420.0634697076512","272.741652021195"
"378.95197847674876","275.7521968364525"
"277.3087114080652","280.769771528929"
"289.27924592610304","285.7873462214055"
"290.8370603943994","286.79086116001497"
"301.0149180741037","274.7486818981285"
"293.85901320272126","272.741652021195"
"306.9429178995285","277.7592267136715"
"305.94476094654647","273.745166959519"
"311.3383248030845","327.93497363795115"
"273.1712147421447","325.9279437609891"
"274.1216221514786","325.9279437609891"
"243.07699978700137","316.8963093145885"
"282.7478629342144","314.889279437655"
"255.48208487516104","311.878734622112"
"250.11488818495025","306.8611599296355"
"251.8134356521461","305.85764499131153"
"252.53772023824826","297.829525483292"
"252.90648364099968","297.829525483292"
"253.12000387690978","297.829525483292"
"263.9831343358402","306.8611599296355"
"282.28008218790586","317.899824253198"
"304.3911164072083","408.2161687169185"
"288.3841539800575","447.353251318121"
"295.74011803755536","392.15992970116497"
"307.81015507041707","364.06151142355355"
"370.62636500470586","343.99121265377886"
"362.44543877061466","344.9947275922685"
"348.56283496846766","336.9666080843518"
"346.83518855322814","333.9560632688944"
"375.10202683385495","347.0017574692448"
"468.51727043782944","413.233743409395"
"467.7545187796934","342.987697715295"
"377.0255570475984","324.9244288224938"
"330.0837210316981","316.8963093145885"
"339.0174359099664","311.878734622112"
"336.51484721405825","307.864674868245"
"324.8881542162673","295.82249560635853"
"330.79802609926713","290.80492091388203"
"318.45361223135325","284.7838312830815"
"308.6634253231889","284.7838312830815"
"306.1250771815287","285.7873462214055"
"320.67930843139084","294.818980667749"
"323.6001041679482","303.850615114378"
"370.71419739014993","314.889279437655"
"513.8832997822415","350.012302284705"
"504.3918404280135","390.1528998242315"
"492.73556629879164","348.0052724077315"
"458.8240697396874","338.9736379613424"
"471.9821678407119","330.94551845343705"
"324.66180126654194","321.9138840070365"
"318.0780439998532","318.9033391915506"
"318.09398378788393","315.892794375979"
"317.94568108631836","311.878734622112"
"331.3725340746866","310.87521968378803"
"362.57965505972936","316.8963093145885"
"320.89867385213114","313.8857644990455"
"313.6615027779472","304.854130052702"
"284.90914738037094","295.82249560635853"
"288.5243149888811","287.794376098339"
"279.26910940511175","276.75571177506197"
"270.0497017926457","252.67135325128902"
"256.67807646610026","248.65729349742202"
"247.06662465888675","230.5940246044495"
"250.11756732282618","225.5764499122585"
"254.36740173687133","229.5905096661255"
"255.0210113086275","239.6256590510785"
"262.46190833023513","236.6151142355355"
"280.3038009067976","269.731107205652"
"308.25718221010277","299.8365553602255"
"313.4652609312343","310.87521968378803"
"289.5754293636678","300.84007029883503"
"292.14861357978515","294.818980667749"
"280.8023933435473","289.8014059752725"
"280.36330345341133","285.7873462214055"
"280.99720391260996","282.7768014058625"
"281.73051272864967","281.77328646753847"
"277.13153149959015","282.7768014058625"
"284.11971384363386","285.7873462214055"
"281.93604794017534","313.8857644990455"
"308.23985582330636","316.8963093145885"
"323.8582964989086","311.878734622112"
"335.37450303134307","297.829525483292"
"332.99215710578727","287.794376098339"
"303.47673406005634","283.780316344472"
"284.4735833523682","276.75571177506197"
"312.6763024838262","278.7627416519955"
"297.1894873239873","278.7627416519955"
"314.65006912812316","279.766256590605"
"335.42841711762844","282.7768014058625"
"329.14947464778004","298.8330404219015"
"331.2430128233625","318.9033391915506"
"383.3813109371629","379.1142355009545"
"493.0479595560395","478.462214411304"
"538.88895133872","595.8734622143405"
"454.7408237464081","572.792618629177"
"414.6998245336573","461.402460456941"
"401.97520500403255","379.1142355009545"
"395.9923492861406","364.06151142355355"
"406.9076817635356","339.9771528998377"
"375.3185140997266","328.93848857644645"
"373.6164154143731","315.892794375979"
"409.2534933083199","325.9279437609891"
"427.83648018517147","374.0966608084494"
"349.9226579794023","334.9595782073897"
"336.6054098654986","300.84007029883503"
"285.72301416831937","287.794376098339"
"314.2130406693378","282.7768014058625"
"317.9886264488927","276.75571177506197"
"309.2633729274474","269.731107205652"
"282.3217732209726","263.710017574566"
"287.7433723535301","258.692442882375"
"294.7752553040718","256.68541300515597"
"300.9075138537312","260.6994727593085"
"305.9460929053346","264.7135325131755"
"303.4613310775694","270.734622143976"
"404.8773247578833","289.8014059752725"
"462.59761709150564","321.9138840070365"
"517.2917838252323","343.99121265377886"
"503.9749671446851","313.8857644990455"
"498.50814119330283","296.8260105446825"
"493.2223684902365","296.8260105446825"
"294.1254652290039","293.815465729425"
"295.9429415001365","291.80843585249147"
"293.3684122133247","293.815465729425"
"302.45255447744495","286.79086116001497"
"297.82536564020074","292.8119507908155"
"292.9964153272634","392.15992970116497"
"304.5025093678098","322.9173989455318"
"285.5383513366048","317.899824253198"
"291.4938498199662","300.84007029883503"
"300.6822115391002","281.77328646753847"
"286.945760811201","276.75571177506197"
"287.42262287130035","272.741652021195"
"279.64391222816323","270.734622143976"
"277.8383974587989","263.710017574566"
"275.6647583624589","261.7029876976325"
"279.2408954031193","260.6994727593085"
"280.28227716153765","261.7029876976325"
"275.57225240316154","261.7029876976325"
"292.53989864944083","260.6994727593085"
"298.54054088879167","260.6994727593085"
"299.894668723763","262.706502636242"
"291.14560824340265","264.7135325131755"
"286.41728744737327","265.717047451785"
"281.96992461893933","263.710017574566"
"275.6810502493942","260.6994727593085"
"275.1247450180956","259.695957820699"
"265.4343539283648","257.6889279437655"
"268.43013851846035","257.6889279437655"
"276.68701272754043","260.6994727593085"
"312.3782926057814","266.72056239010897"
"317.03498692312235","267.7240773287185"
"308.55454966414584","264.7135325131755"
"290.09102363415616","261.7029876976325"
"304.0398116828308","252.67135325128902"
"293.2091046454982","254.6783831282225"
"283.1839808655854","242.63620386633602"
"284.709150951199","231.59753954305899"
"271.13630391376427","226.5799648505825"
"263.50824369726666","221.56239015810598"
"254.94772982238612","223.5694200350395"
"262.68471679639333","227.58347978919198"
"269.1085344458596","236.6151142355355"
"285.2326423549306","236.6151142355355"
"297.97301752112753","234.608084358602"
"283.6239686680524","232.60105448166848"
"286.59494339877216","253.6748681898985"
"274.9497478187604","260.6994727593085"
"274.5451597447001","258.692442882375"
"265.4057857326876","241.632688928012"
"266.5845824232796","222.56590509671548"
"269.86104041452154","209.5202108962195"
"265.7112848232071","208.51669595789548"
"270.77567009492475","207.513181019286"
"280.90730204270403","311.878734622112"
"266.9679707874868","274.7486818981285"
"270.1847784019934","271.7381370825855"
"260.8074274670892","267.7240773287185"
"255.4721396958663","266.72056239010897"
"259.40875287846495","261.7029876976325"
"252.3494368902684","256.68541300515597"
"254.20573964476677","256.68541300515597"
"259.36081473207577","254.6783831282225"
"259.12032768829","256.68541300515597"
"254.89670371833427","260.6994727593085"
"275.2567949831124","266.72056239010897"
"278.06848472123664","273.745166959519"
"306.34374850382625","293.815465729425"
"359.8478126112811","483.4797891037805"
"365.49696071348404","452.3708260105975"
"361.95279674386563","378.110720562345"
"370.4665381705648","318.9033391915506"
"354.860622940095","293.815465729425"
"289.5854491612182","283.780316344472"
"288.91618297062587","279.766256590605"
"273.14580263195285","283.780316344472"
"281.51719990582114","262.706502636242"
"283.66099742307","226.5799648505825"
"305.86174513768196","325.9279437609891"
"293.6557717767869","278.7627416519955"
"269.90804156894455","271.7381370825855"
"258.3347674186036","267.7240773287185"
"248.93035038728124","262.706502636242"
"236.92721016841392","255.681898066832"
"242.7596664516642","241.632688928012"
"231.74493581636284","229.5905096661255"
"241.2640526308307","226.5799648505825"
"238.69748173492394","226.5799648505825"
"258.0553204534686","229.5905096661255"
"260.9452903394558","237.61862917385952"
"270.56471427197994","238.62214411246902"
"291.2427878877243","259.695957820699"
"341.566136884971","271.7381370825855"
"357.29577045676194","276.75571177506197"
"342.0444544485072","275.7521968364525"
"333.08349294403064","276.75571177506197"
"321.5411860729071","275.7521968364525"
"276.0186346846594","274.7486818981285"
"277.2343872689594","273.745166959519"
"270.3577971739775","273.745166959519"
"274.75598981513144","273.745166959519"
"282.32481306058924","277.7592267136715"
"305.12987156415727","327.93497363795115"
"295.34464440448704","333.9560632688944"
"280.6264493161492","318.9033391915506"
"271.99544271931734","281.77328646753847"
"267.9585610495427","275.7521968364525"
"264.4677850462651","267.7240773287185"
"253.2586089093494","260.6994727593085"
"250.9328801411112","242.63620386633602"
