"DataEntries: 8756, TestEntries: 7, Epochs: 3000, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"341.9289138148866","338.9736379613424"
"330.5186587553309","335.9630931458565"
"318.00432068863176","313.8857644990455"
"305.913905396301","309.8717047451785"
"301.620228012877","310.87521968378803"
"305.9477356673596","302.8471001757685"
"292.1177555356406","291.80843585249147"
"287.5518516263866","290.80492091388203"
"291.11075014154153","283.780316344472"
"275.51290934695726","280.769771528929"
"281.2264187588551","277.7592267136715"
"281.28719997171606","277.7592267136715"
"283.1578435543049","275.7521968364525"
"301.3368356743703","282.7768014058625"
"295.92810353088396","286.79086116001497"
"293.0733226429098","293.815465729425"
"308.2598943973375","311.878734622112"
"312.25603442780385","316.8963093145885"
"318.2458523301223","316.8963093145885"
"307.231853160189","320.9103690685412"
"313.77806499217127","311.878734622112"
"310.04642120615057","314.889279437655"
"316.90819777085386","315.892794375979"
"332.61680399957135","343.99121265377886"
"345.18215046039325","349.00878734622114"
"337.70544475819685","339.9771528998377"
"322.91906013641096","322.9173989455318"
"309.6184605746404","311.878734622112"
"317.43978403476405","312.8822495607215"
"306.13042433958674","307.864674868245"
"292.43239318732077","292.8119507908155"
"295.3040564467494","283.780316344472"
"281.82750697418794","275.7521968364525"
"269.47737434357714","262.706502636242"
"261.2967179263732","259.695957820699"
"272.2813674639888","276.75571177506197"
"296.6006468271806","290.80492091388203"
"325.21135956889333","364.06151142355355"
"423.3026898805541","432.3005272406915"
"378.10553147697266","383.1282952548215"
"354.1864298396691","357.0369068541435"
"367.0877547658425","357.0369068541435"
"368.3584038963325","371.0861159929635"
"400.99976763172356","422.265377856024"
"388.04850617948586","389.149384885622"
"382.1279309461271","380.1177504392785"
"404.6822515126672","409.219683655528"
"482.43710175718826","496.525483303991"
"506.94186821355754","513.585237258354"
"362.13062320043554","362.05448154656295"
"331.0515866306025","316.8963093145885"
"309.03548538394693","307.864674868245"
"307.24405197664703","302.8471001757685"
"292.0121628082213","300.84007029883503"
"283.96902077231437","289.8014059752725"
"286.04806418452256","289.8014059752725"
"291.38615014054955","285.7873462214055"
"282.4405794775969","287.794376098339"
"292.4853586748106","283.780316344472"
"289.9336915431958","288.7978910369485"
"309.19259399817406","305.85764499131153"
"334.7850673339419","338.9736379613424"
"382.77876268195143","409.219683655528"
"356.12775834279034","368.0755711775062"
"348.17220612918715","352.0193321616956"
"343.9962581482816","342.987697715295"
"354.04353097957505","353.0228471001623"
"362.7628161032172","360.0474516696009"
"357.0927276282725","353.0228471001623"
"351.3678953304077","347.0017574692448"
"363.86301727690505","365.06502636204885"
"416.61394726177343","429.289982425434"
"459.15929061906706","456.3848857644645"
"349.4848621785445","357.0369068541435"
"324.3524770117555","344.9947275922685"
"329.62446582375674","319.9068541300459"
"310.98378979245143","318.9033391915506"
"302.90945250087435","306.8611599296355"
"296.61309711710703","295.82249560635853"
"286.43576747569705","295.82249560635853"
"294.78553405880155","288.7978910369485"
"286.1096145546061","289.8014059752725"
"290.78011144778264","291.80843585249147"
"297.50528438905735","297.829525483292"
"316.4309678657516","311.878734622112"
"334.3801271035848","342.987697715295"
"386.0915371893936","373.0931458699541"
"369.4790960741256","379.1142355009545"
"347.34544379051977","365.06502636204885"
"365.5337776587456","362.05448154656295"
"363.871004890504","366.0685413005156"
"383.16491346006035","363.05799648505825"
"358.56249093941955","359.0439367311056"
"353.5857589598673","358.0404217926103"
"371.5854081684981","369.0790861160015"
"410.59938334354047","409.219683655528"
"484.87462154062166","484.4833040421045"
"368.31087961689985","360.0474516696009"
"327.41297125319966","336.9666080843518"
"327.979034739485","318.9033391915506"
"320.9186526899112","322.9173989455318"
"307.4697756441411","319.9068541300459"
"308.9910603999182","300.84007029883503"
"293.1684522393001","304.854130052702"
"299.53000613904317","296.8260105446825"
"292.24240445210484","297.829525483292"
"297.85278256830503","299.8365553602255"
"298.3773238031079","308.868189806569"
"320.0609715669783","320.9103690685412"
"355.51345357575315","344.9947275922685"
"411.92182010967554","410.2231985941375"
"353.8083498847561","334.9595782073897"
"323.7787959243681","323.9209138839985"
"323.71597914678495","319.9068541300459"
"336.4256988913684","330.94551845343705"
