"DataEntries: 8756, TestEntries: 6, Epochs: 3000, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"329.06529202793445","338.9736379613424"
"328.75513359099443","335.9630931458565"
"320.8966857292118","313.8857644990455"
"304.29924574075653","309.8717047451785"
"304.66126804166873","310.87521968378803"
"307.05314928045743","302.8471001757685"
"294.76495976438025","291.80843585249147"
"298.1691019516761","290.80492091388203"
"291.43170935998853","283.780316344472"
"277.8284037113545","280.769771528929"
"278.3698345936874","277.7592267136715"
"278.5454103473215","277.7592267136715"
"289.6493809882354","275.7521968364525"
"298.9845741098457","282.7768014058625"
"299.67641808625024","286.79086116001497"
"286.7072512971823","293.815465729425"
"303.4110901084735","311.878734622112"
"304.2559051909234","316.8963093145885"
"313.87564889750996","316.8963093145885"
"312.4138320589199","320.9103690685412"
"312.440969509514","311.878734622112"
"307.857951292552","314.889279437655"
"325.58128014570855","315.892794375979"
"337.7367558165456","343.99121265377886"
"348.0253226934513","349.00878734622114"
"337.59875939589455","339.9771528998377"
"321.15401151171864","322.9173989455318"
"310.3413959127016","311.878734622112"
"310.14228988047546","312.8822495607215"
"306.40151477498887","307.864674868245"
"294.7534637125507","292.8119507908155"
"293.6907148203365","283.780316344472"
"280.4821163314882","275.7521968364525"
"273.2393968481235","262.706502636242"
"258.6902629564686","259.695957820699"
"264.7849753635022","276.75571177506197"
"289.1548757869325","290.80492091388203"
"352.9642930441125","364.06151142355355"
"437.67823048444785","432.3005272406915"
"383.70366666409706","383.1282952548215"
"359.2413227782502","357.0369068541435"
"368.7297925781919","357.0369068541435"
"368.4750568252109","371.0861159929635"
"412.74687343807045","422.265377856024"
"387.0156373714579","389.149384885622"
"378.93909048216136","380.1177504392785"
"394.03215527784954","409.219683655528"
"493.30171732087706","496.525483303991"
"519.6313807034006","513.585237258354"
"370.0293967189898","362.05448154656295"
"314.3686510185989","316.8963093145885"
"308.46475177414663","307.864674868245"
"309.33843695331666","302.8471001757685"
"291.89557473443784","300.84007029883503"
"293.1425786927043","289.8014059752725"
"290.1088363942463","289.8014059752725"
"290.90847901491065","285.7873462214055"
"283.3329135463609","287.794376098339"
"283.17545707580354","283.780316344472"
"287.4799776608995","288.7978910369485"
"309.1836972960082","305.85764499131153"
"332.15267983985046","338.9736379613424"
"402.62024680936673","409.219683655528"
"374.73179172728044","368.0755711775062"
"347.57622373480444","352.0193321616956"
"336.4369452983425","342.987697715295"
"347.1602079972084","353.0228471001623"
"367.8285012974596","360.0474516696009"
"352.3282564785112","353.0228471001623"
"337.8401489339016","347.0017574692448"
"365.374606496943","365.06502636204885"
"418.5511677721808","429.289982425434"
"475.88619360018424","456.3848857644645"
"362.7823559089955","357.0369068541435"
"346.7619740514572","344.9947275922685"
"325.07601939956726","319.9068541300459"
"316.4394521922192","318.9033391915506"
"304.8521921126874","306.8611599296355"
"293.86566696419175","295.82249560635853"
"295.291286788976","295.82249560635853"
"290.2437314260336","288.7978910369485"
"288.60958601189026","289.8014059752725"
"290.53820590627754","291.80843585249147"
"294.6690888698916","297.829525483292"
"307.4222567457376","311.878734622112"
"337.9556653442512","342.987697715295"
"370.505147228307","373.0931458699541"
"372.4049412198133","379.1142355009545"
"357.88430205985964","365.06502636204885"
"360.3441825554631","362.05448154656295"
"362.7347322094343","366.0685413005156"
"369.197592148971","363.05799648505825"
"356.2251842114102","359.0439367311056"
"359.9756661413503","358.0404217926103"
"384.3095664720089","369.0790861160015"
"410.4624673831949","409.219683655528"
"473.74517159598645","484.4833040421045"
"343.8508616993642","360.0474516696009"
"332.7999442424277","336.9666080843518"
"323.87325383177154","318.9033391915506"
"320.639011879499","322.9173989455318"
"313.54180030918934","319.9068541300459"
"304.47928422089046","300.84007029883503"
"300.55021459279266","304.854130052702"
"293.2759749495362","296.8260105446825"
"292.95132536159224","297.829525483292"
"299.1456780333114","299.8365553602255"
"299.5048682894235","308.868189806569"
"321.5811520292023","320.9103690685412"
"347.7326548804455","344.9947275922685"
"418.06430792328797","410.2231985941375"
"340.37483833395174","334.9595782073897"
"327.20980563884206","323.9209138839985"
"314.540344838414","319.9068541300459"
"325.0803855512859","330.94551845343705"
