"DataEntries: 8756, TestEntries: 7, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"352.29258017611124","338.9736379613424"
"329.1270269195003","335.9630931458565"
"310.75256785109497","313.8857644990455"
"301.67639305395335","309.8717047451785"
"300.28866523075226","310.87521968378803"
"296.5730931770393","302.8471001757685"
"292.25973996093137","291.80843585249147"
"294.13360171306545","290.80492091388203"
"290.0357544354673","283.780316344472"
"282.1922743352976","280.769771528929"
"272.9535411742054","277.7592267136715"
"272.126320292172","277.7592267136715"
"280.99504666521983","275.7521968364525"
"300.9370073326546","282.7768014058625"
"289.5772557274346","286.79086116001497"
"305.033324110984","293.815465729425"
"299.8040495491443","311.878734622112"
"305.4704179448921","316.8963093145885"
"326.0034313944033","316.8963093145885"
"314.6002684992793","320.9103690685412"
"315.6163474963484","311.878734622112"
"305.3182423677977","314.889279437655"
"329.52574784447245","315.892794375979"
"332.0378570742812","343.99121265377886"
"352.63406792845154","349.00878734622114"
"339.87966578535634","339.9771528998377"
"305.01952017643185","322.9173989455318"
"305.63040613394793","311.878734622112"
"303.6154587865449","312.8822495607215"
"298.82461521823114","307.864674868245"
"292.6390761080464","292.8119507908155"
"291.7194963112368","283.780316344472"
"284.88536655259094","275.7521968364525"
"277.203966108789","262.706502636242"
"261.7912345620314","259.695957820699"
"262.38113952004176","276.75571177506197"
"283.56892164937517","290.80492091388203"
"335.4317311740154","364.06151142355355"
"422.14573656862734","432.3005272406915"
"349.2741456035227","383.1282952548215"
"359.34597624198176","357.0369068541435"
"347.90137902814973","357.0369068541435"
"363.5639544551132","371.0861159929635"
"369.24122057405947","422.265377856024"
"414.41650749990356","389.149384885622"
"374.08067251633094","380.1177504392785"
"393.5990156321428","409.219683655528"
"426.95299712101","496.525483303991"
"513.07740357491","513.585237258354"
"373.54207721357096","362.05448154656295"
"333.92400292877073","316.8963093145885"
"307.48768661161887","307.864674868245"
"308.3762848580073","302.8471001757685"
"297.1416210414651","300.84007029883503"
"295.859690562495","289.8014059752725"
"292.8729850172259","289.8014059752725"
"288.3162352008577","285.7873462214055"
"280.5340288074166","287.794376098339"
"274.87515653941534","283.780316344472"
"283.5643508396222","288.7978910369485"
"295.61426011863813","305.85764499131153"
"316.5473792784771","338.9736379613424"
"382.1854514816787","409.219683655528"
"380.1095838648277","368.0755711775062"
"342.4119388367559","352.0193321616956"
"350.7128593616989","342.987697715295"
"347.75168727845255","353.0228471001623"
"345.79961861287666","360.0474516696009"
"343.14822249068845","353.0228471001623"
"352.61556534892367","347.0017574692448"
"370.1496373588485","365.06502636204885"
"411.0174105972918","429.289982425434"
"495.18286611920223","456.3848857644645"
"350.8271052814667","357.0369068541435"
"332.02998613127625","344.9947275922685"
"311.4601455082222","319.9068541300459"
"314.10484919485964","318.9033391915506"
"305.3402503171695","306.8611599296355"
"295.21092837622564","295.82249560635853"
"294.8026530671954","295.82249560635853"
"290.39418663008394","288.7978910369485"
"284.57316968507246","289.8014059752725"
"282.03003521926536","291.80843585249147"
"292.62739305354586","297.829525483292"
"303.1114507762165","311.878734622112"
"320.2857567873718","342.987697715295"
"389.88742575141504","373.0931458699541"
"359.5210958140072","379.1142355009545"
"351.6209467298178","365.06502636204885"
"360.51970514505547","362.05448154656295"
"361.2053950299645","366.0685413005156"
"365.577461304892","363.05799648505825"
"353.08323265183594","359.0439367311056"
"354.87799413650333","358.0404217926103"
"377.6624414757146","369.0790861160015"
"413.4623095370773","409.219683655528"
"475.98259213862184","484.4833040421045"
"367.60171063035136","360.0474516696009"
"330.842920652762","336.9666080843518"
"313.1774196058131","318.9033391915506"
"317.1042543123468","322.9173989455318"
"308.54211887493966","319.9068541300459"
"304.54778191651144","300.84007029883503"
"298.1053302905327","304.854130052702"
"294.94459830214447","296.8260105446825"
"288.2669452438421","297.829525483292"
"291.99655677071655","299.8365553602255"
"298.9328979920877","308.868189806569"
"312.09611002361896","320.9103690685412"
"350.7488188374387","344.9947275922685"
"407.6974947575268","410.2231985941375"
"333.069747719708","334.9595782073897"
"319.16274066566314","323.9209138839985"
"323.2181086068832","319.9068541300459"
"329.6883410563555","330.94551845343705"
