"DataEntries: 8756, TestEntries: 2, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"349.4471332274449","338.9736379613424"
"326.3573208186435","335.9630931458565"
"319.64700648833457","313.8857644990455"
"298.4661083256399","309.8717047451785"
"307.95233821447107","310.87521968378803"
"302.2584355541851","302.8471001757685"
"298.1860514832973","291.80843585249147"
"290.6603100257363","290.80492091388203"
"288.6147993462292","283.780316344472"
"281.9913145694511","280.769771528929"
"281.3020721343404","277.7592267136715"
"281.49420068986706","277.7592267136715"
"287.70822158289474","275.7521968364525"
"294.61275397573894","282.7768014058625"
"285.9284308772667","286.79086116001497"
"293.10392784081495","293.815465729425"
"298.9159378058733","311.878734622112"
"308.2187324007655","316.8963093145885"
"325.2421443585313","316.8963093145885"
"311.29481151013044","320.9103690685412"
"318.51677727640686","311.878734622112"
"312.7178318452472","314.889279437655"
"325.0803073559573","315.892794375979"
"326.1288705794866","343.99121265377886"
"355.59129235949445","349.00878734622114"
"329.7802928766445","339.9771528998377"
"327.0736559503476","322.9173989455318"
"306.3220927820383","311.878734622112"
"306.7558517409162","312.8822495607215"
"304.7786539517639","307.864674868245"
"299.72644687197356","292.8119507908155"
"291.06850128983103","283.780316344472"
"279.5562896639339","275.7521968364525"
"274.55639416621705","262.706502636242"
"258.24481889542847","259.695957820699"
"262.00682014052177","276.75571177506197"
"290.7129421028693","290.80492091388203"
"315.1355027228605","364.06151142355355"
"397.37669800720056","432.3005272406915"
"372.1619006122301","383.1282952548215"
"355.92726522802803","357.0369068541435"
"346.24825662223697","357.0369068541435"
"371.15688487241306","371.0861159929635"
"396.1882619142308","422.265377856024"
"387.19911512315196","389.149384885622"
"357.60799006500133","380.1177504392785"
"378.430602919585","409.219683655528"
"439.21139227812955","496.525483303991"
"542.9622780676993","513.585237258354"
"395.78807150252555","362.05448154656295"
"338.78184980046177","316.8963093145885"
"302.8074484382431","307.864674868245"
"304.4330926298388","302.8471001757685"
"296.348604285905","300.84007029883503"
"296.8452620176302","289.8014059752725"
"287.01238390690276","289.8014059752725"
"283.6812523772435","285.7873462214055"
"283.93782649719265","287.794376098339"
"286.7051040520262","283.780316344472"
"286.75223219229315","288.7978910369485"
"302.21635348566645","305.85764499131153"
"323.59449226511674","338.9736379613424"
"394.30178349677226","409.219683655528"
"364.79814935413265","368.0755711775062"
"347.5941703095199","352.0193321616956"
"331.2002771318779","342.987697715295"
"346.5810762184213","353.0228471001623"
"355.97297564286794","360.0474516696009"
"345.8611881801645","353.0228471001623"
"355.8954880734968","347.0017574692448"
"365.8409555670655","365.06502636204885"
"424.84633121848924","429.289982425434"
"442.41474547230797","456.3848857644645"
"357.9885677056555","357.0369068541435"
"330.1675814026926","344.9947275922685"
"318.87465070244843","319.9068541300459"
"310.91492775539894","318.9033391915506"
"312.2511164248378","306.8611599296355"
"299.8389742304347","295.82249560635853"
"294.9109978993903","295.82249560635853"
"289.4603048308172","288.7978910369485"
"287.08723492589183","289.8014059752725"
"291.1159516543836","291.80843585249147"
"299.38900411106385","297.829525483292"
"308.9685387611882","311.878734622112"
"326.8855229900962","342.987697715295"
"377.3258461644537","373.0931458699541"
"367.1500600674675","379.1142355009545"
"354.4527681499275","365.06502636204885"
"347.6631981261587","362.05448154656295"
"363.07916667342306","366.0685413005156"
"359.9735739794143","363.05799648505825"
"361.55262258918776","359.0439367311056"
"361.5398456858939","358.0404217926103"
"363.8495572215218","369.0790861160015"
"397.26460932677884","409.219683655528"
"441.6029551601177","484.4833040421045"
"374.54795615885007","360.0474516696009"
"324.46023020330904","336.9666080843518"
"324.02258901548396","318.9033391915506"
"314.2876594088182","322.9173989455318"
"316.0307058212801","319.9068541300459"
"310.42484768942643","300.84007029883503"
"300.2074266491603","304.854130052702"
"301.3262447474998","296.8260105446825"
"298.07706841044603","297.829525483292"
"299.63952199287576","299.8365553602255"
"303.8349802071628","308.868189806569"
"321.03059829497266","320.9103690685412"
"341.907531848971","344.9947275922685"
"401.3203669147438","410.2231985941375"
"359.4363194696624","334.9595782073897"
"327.8725095880178","323.9209138839985"
"315.16768770772507","319.9068541300459"
"329.6417955204931","330.94551845343705"
