"DataEntries: 8756, TestEntries: 1, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 6, SecondLayer: true, SecondLayer#: 14, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: false, useAverage: false, priceStack2, Skewness: false, SkewStack: 12",", useNewMethod: false, decay: 0.1"
"177.37593617085844","183.9846153845495"
"181.4120628536654","190.207051282022"
"188.83026293312682","204.848076923033"
"185.47431756824366","188.742948717978"
"176.66611833468536","183.25256410252751"
"173.16424473967808","175.566025641011"
"165.56883013895435","167.5134615384835"
"164.88684222831546","166.04935897443949"
"161.3874139115548","161.29102564101098"
"152.25562275214824","159.460897435956"
"149.50146547115386","154.7025641025275"
"148.81021068019157","152.87243589747249"
"149.5829971365482","153.9705128205055"
"150.44494184912926","157.996794871912"
"156.0552987797261","163.121153846066"
"168.02676257091446","172.637820512923"
"180.45369117751696","173.735897435956"
"174.7908690461765","176.664102564044"
"177.41499252608023","177.396153846066"
"174.97578388080888","175.566025641011"
"175.42681776724535","175.566025641011"
"175.56871259269707","175.566025641011"
"171.51366354754083","174.10192307696698"
"170.09396789626064","170.07564102556051"
"169.47008820332942","171.1737179485935"
"173.87087033267454","177.03012820505498"
"183.16062491373452","200.0897435896045"
"189.6206084699698","192.403205128088"
"180.29083242582735","182.1544871794945"
"169.59157000498408","170.4416666665715"
"164.22065028224594","162.02307692303302"
"160.47469505026584","164.9512820514065"
"157.76141626599082","162.389102564044"
"160.67159285583486","166.41538461545048"
"158.45819547853563","164.219230769099"
"156.42793703241188","164.219230769099"
"156.2432139446361","165.3173076924175"
"157.71397434138913","163.121153846066"
"157.65994427028158","164.58525641039552"
"162.70800040567514","169.70961538454952"
"163.75439752195976","170.4416666665715"
"163.63370053517394","171.905769230901"
"164.94874519533482","171.905769230901"
"165.66903591282232","172.27179487191202"
"167.7176161523764","171.905769230901"
"165.0077416919063","171.905769230901"
"163.81810993344456","170.8076923075825"
"163.34217578103247","170.4416666665715"
"163.70441697565684","172.637820512923"
"167.66842867519304","182.1544871794945"
"173.29407858208174","184.71666666657148"
"178.97085053213655","183.6185897435385"
"173.6940589221022","175.566025641011"
"168.76145705577673","174.10192307696698"
"162.1425127774157","174.467948717978"
"165.47800400859714","171.53974358960448"
"160.47975053541367","167.5134615384835"
"166.6228533440536","167.14743589747252"
"163.00187661572926","164.58525641039552"
"156.23408115559428","163.487179487077"
"156.40602950980363","162.389102564044"
"154.82988984267877","162.389102564044"
"156.5184813652988","161.657051282022"
"161.38446907355888","164.219230769099"
"167.39181824754104","165.6833333334285"
"168.1881451290774","168.2455128205055"
"170.0471253009809","174.83397435898902"
"172.63988582400458","176.664102564044"
"174.14725960871334","176.664102564044"
"172.38074869094172","178.128205128088"
"170.32860778033728","174.83397435898902"
"170.10153452520333","175.932051282022"
"172.52088270212982","176.298076923033"
"175.66282880633364","186.546794871912"
"178.26172105038106","188.376923076967"
"178.91217424741586","185.0826923075825"
"173.0882367492841","178.8602564103955"
"172.32734590272162","174.83397435898902"
"170.20047997925533","175.20000000000002"
"169.1155463471562","173.369871794945"
"163.81653832076853","167.8794871794945"
"161.68293935454588","164.58525641039552"
"162.32749662717916","161.657051282022"
"162.88163491683292","156.89871794859351"
"162.94333964279235","155.8006410255605"
"162.01563911189848","162.02307692303302"
"166.02909692643422","167.14743589747252"
"175.4636113836649","193.86730769241748"
"189.47609834159934","218.75705128202202"
"191.94971542115925","200.821794871912"
"187.5333980295231","191.30512820505498"
"184.6267089053188","191.30512820505498"
"187.87011357841558","196.4294871794945"
"188.1619813341393","215.096794871912"
"189.45001134319475","203.01794871797802"
"185.56955421429745","199.7237179485935"
"187.47624953256593","210.3384615384835"
"197.52894539011632","242.1826923075825"
"237.20421105413945","248.405128205055"
"209.9003068968993","193.1352564103955"
"180.01760153950474","176.664102564044"
"169.89326123424792","173.369871794945"
"171.71234491680352","171.53974358960448"
"168.69648302118023","170.8076923075825"
"166.4338822716875","166.78141025646153"
"164.26237597631078","166.78141025646153"
"161.24274462645812","165.3173076924175"
"157.88839926766306","166.04935897443949"
"155.07500657220493","164.58525641039552"
"157.51690589189818","166.41538461545048"
"162.69892018509225","172.637820512923"
"179.88145865994252","184.71666666657148"
"189.13496803246196","210.3384615384835"
"191.85455672676366","195.3314102564615"
"185.85373400646","189.475"
"185.85995414697817","186.180769230901"
"188.47255875226068","189.84102564101102"
"193.70600024365194","192.403205128088"
"189.32920588216285","189.84102564101102"
"187.8032855607721","187.644871794945"
"188.43645161277675","194.23333333342848"
"198.55913352197663","217.658974358989"
"207.3567608844302","227.5416666665715"
"194.51034510955904","191.30512820505498"
"178.65165784434433","186.912820512923"
"176.60781734508944","177.76217948707702"
"171.60507543340387","177.396153846066"
"168.98752492058549","173.003846153934"
"161.57399887985224","168.97756410252748"
"159.1416039156849","168.97756410252748"
"159.71235586039438","166.41538461545048"
"160.2535608941923","166.78141025646153"
"160.68867557037163","167.5134615384835"
"163.0729079838667","169.70961538454952"
"165.37460278384216","174.83397435898902"
"175.07929515421162","186.180769230901"
"189.9498225480563","197.1615384615165"
"186.24218532217395","199.35769230758248"
"181.9005837030752","194.23333333342848"
"181.5405202238714","193.1352564103955"
"185.53163083445983","194.5993589744395"
"185.47276523509692","193.5012820514065"
"184.02920373506402","192.037179487077"
"183.4197867668528","191.671153846066"
"183.88451101598338","195.6974358974725"
"190.93914487041098","210.3384615384835"
"201.54097842323557","237.7903846154505"
"192.7204587095622","192.403205128088"
"174.21676047244858","183.9846153845495"
"168.4939782459424","177.396153846066"
"168.72276288859408","178.8602564103955"
"164.13010646796945","177.76217948707702"
"160.6127356497074","170.8076923075825"
"163.2685033130471","172.27179487191202"
"162.79970192230292","169.34358974353847"
"162.68227378453133","169.70961538454952"
"164.06186835618894","170.4416666665715"
"166.84063070884105","173.735897435956"
"168.34105356914068","178.128205128088"
"176.4162447797275","186.912820512923"
"187.6986229231275","210.7044871794945"
"189.0087340333739","183.25256410252751"
"182.90098818028355","179.22628205140649"
"181.28930105436194","177.76217948707702"
"183.73407654620868","181.7884615384835"
"182.37945904669184","195.3314102564615"
"184.7640984154939","187.278846153934"
"182.49304155550263","188.742948717978"
"184.71998937651807","197.1615384615165"
"194.9649055997017","218.025"
"221.3018140007137","246.575"
"198.64942583672982","200.455769230901"
"179.59280268122046","179.5923076924175"
"173.6799388512095","177.03012820505498"
"168.19556507306066","177.76217948707702"
"169.66089187277922","175.566025641011"
"163.76966918695754","171.905769230901"
"161.80627859781768","172.637820512923"
"155.71576700919155","169.34358974353847"
"157.79618119944394","168.97756410252748"
"160.57403116745894","169.70961538454952"
"164.95594303146626","168.2455128205055"
"169.72677535472064","173.369871794945"
"180.43430564365366","183.6185897435385"
"200.28602317541242","198.9916666665715"
"192.81951873305695","183.9846153845495"
"184.9169760420076","182.5205128205055"
"180.35579278531287","181.0564102564615"
"181.37075851056775","183.9846153845495"
"185.26430743372143","183.25256410252751"
"178.50792180894294","181.4224358974725"
"175.58871779296717","180.6903846154505"
"177.82827033706266","181.4224358974725"
"186.80953933705328","193.86730769241748"
"221.58462781492898","201.553846153934"
"205.7187486891447","186.912820512923"
"177.42885083565022","178.494230769099"
"167.31731469781445","177.76217948707702"
"162.5316079160922","177.03012820505498"
"166.77228802403158","175.20000000000002"
"159.92587386290293","171.905769230901"
"175.9805910964957","172.27179487191202"
"165.8778289123695","168.2455128205055"
"163.80268452197686","163.487179487077"
"163.41234186678435","162.389102564044"
"162.05724914057956","163.85320512808798"
"164.73128781060217","166.41538461545048"
"170.84516002985916","170.07564102556051"
"169.3759635226212","174.83397435898902"
"166.72173631195045","177.03012820505498"
"169.15963864034413","177.396153846066"
"172.33173092691922","177.396153846066"
"173.550278394498","177.396153846066"
"171.03258931232153","175.20000000000002"
"171.59255892796378","174.83397435898902"
"172.25502013778274","175.566025641011"
"174.13050964225923","177.396153846066"
"180.43127325499393","181.7884615384835"
"179.456565865125","183.25256410252751"
"180.2023522622905","181.0564102564615"
"174.36783015865524","177.76217948707702"
"176.92195167636498","176.664102564044"
"176.20157456809375","178.128205128088"
"177.7402376804703","178.494230769099"
"173.0021323612302","175.566025641011"
"175.68691651704364","177.396153846066"
"171.7955196544241","173.369871794945"
"171.60693325940437","167.8794871794945"
"169.49822320201508","167.5134615384835"
"170.56726360983637","168.2455128205055"
"170.86912016760022","168.2455128205055"
"173.7511904816967","166.41538461545048"
"176.19041239905707","167.14743589747252"
"176.06491812414524","170.07564102556051"
"177.5918185611279","177.76217948707702"
"180.81632607059828","180.6903846154505"
"183.92703969282945","179.9583333334285"
"182.6685509561988","179.22628205140649"
"179.56298855690986","178.128205128088"
"179.13230033583096","177.396153846066"
"180.31238684501815","178.8602564103955"
"184.81103180080066","187.278846153934"
"187.9321584151039","188.742948717978"
"185.2896091090999","185.81474358960452"
"180.94668537270888","182.5205128205055"
"180.8360273162644","180.3243589744395"
"181.03611156624743","181.4224358974725"
"183.11986345147844","178.494230769099"
"177.43516277407656","173.369871794945"
"174.5778201460542","174.10192307696698"
"172.7174641912454","170.8076923075825"
"170.6797897118574","166.78141025646153"
"168.3963642405691","166.78141025646153"
"171.92157410478342","169.34358974353847"
"175.7705159774051","177.396153846066"
"187.01082583078335","186.912820512923"
"206.46233188276005","194.5993589744395"
"197.97188713015757","182.8865384615165"
"189.76460376771485","179.9583333334285"
"189.10996776476878","180.3243589744395"
"194.48724072577122","182.8865384615165"
"199.4379329817932","185.81474358960452"
"195.43172345264324","187.278846153934"
"194.267154318167","188.742948717978"
"198.7931236965839","187.644871794945"
"216.97944749002494","189.475"
"219.79877427387325","188.010897435956"
"188.55279166096497","182.1544871794945"
"180.4291237407437","177.396153846066"
"181.08741848348623","175.932051282022"
"180.30103559056644","181.4224358974725"
"179.59638644761426","179.5923076924175"
"176.86985431812911","175.932051282022"
"175.70853287212913","176.298076923033"
"172.3692520129145","175.566025641011"
"171.27279307474475","175.20000000000002"
"170.85993919737064","173.735897435956"
"171.69456543085641","175.20000000000002"
"178.18207405581677","180.3243589744395"
"186.88413907155132","195.3314102564615"
"201.06791901705108","210.7044871794945"
"197.36287346517543","181.4224358974725"
"185.52836543320663","179.5923076924175"
"185.13475847062622","179.5923076924175"
"187.90958967131365","180.6903846154505"
"188.66978648418967","197.52756410252752"
"191.36496821828845","198.2596153845495"
"191.95397213322948","193.5012820514065"
"192.52559162827853","201.553846153934"
"202.23895207938577","221.31923076909902"
"211.06842212606193","230.83589743595599"
"196.07235391067093","199.35769230758248"
"183.8594691434295","186.912820512923"
"182.4566388472889","182.8865384615165"
"181.12227821576604","184.3506410255605"
"181.1894319914272","180.6903846154505"
"175.8636670571126","176.664102564044"
"171.00958048328033","176.664102564044"
"170.3106824764982","174.83397435898902"
"171.04030538574258","174.467948717978"
"171.04059507883164","171.905769230901"
"171.18242985178065","173.735897435956"
"175.27011240508307","181.4224358974725"
"187.78034623799462","192.403205128088"
"198.4106290691809","199.35769230758248"
"194.8072210201658","193.86730769241748"
"189.54051458337804","186.912820512923"
"188.63968558154784","186.546794871912"
"189.39406370733073","185.4487179485935"
"188.08676874396417","186.180769230901"
"187.08687809382664","185.0826923075825"
"185.5757173585354","184.71666666657148"
"188.84855056890842","189.108974358989"
"199.0641039096752","198.6256410255605"
"213.37250603243746","210.3384615384835"
"190.89774312939167","186.546794871912"
"180.59052779429317","184.71666666657148"
"176.97509015977334","179.22628205140649"
"176.84620685642133","181.4224358974725"
"174.72731566081893","180.3243589744395"
"172.16629715039676","177.03012820505498"
"173.0766863226949","177.03012820505498"
"172.0707581632492","176.298076923033"
"173.23024304077242","176.298076923033"
"173.60959921818935","175.932051282022"
"175.31727285762787","177.76217948707702"
"179.01155035382615","180.3243589744395"
"188.86060795972688","194.23333333342848"
"206.19999770435072","189.475"
"189.1566115523404","189.475"
"187.94971495735922","186.546794871912"
"187.20005556110266","186.180769230901"
"188.71675575309047","186.546794871912"
"190.39360096035628","188.010897435956"
"188.49134658284834","187.644871794945"
"188.59175476590198","189.84102564101102"
"192.91276451222865","209.9724358974725"
"211.4898007967603","220.953205128088"
"251.5972251615071","250.96730769241748"
"205.89041379528385","227.5416666665715"
"189.45140025140827","210.3384615384835"
"181.52175514905994","185.4487179485935"
"178.37197219124354","185.0826923075825"
"176.46798727460254","182.1544871794945"
"172.5840312767995","179.9583333334285"
"174.7326706865636","177.76217948707702"
"170.07587926195956","176.298076923033"
"175.39943598610535","174.83397435898902"
"177.65434612262385","173.369871794945"
"175.99249644608005","172.637820512923"
"179.66687937369025","179.22628205140649"
"191.15396856503605","197.1615384615165"
"211.81053553774947","219.123076923033"
"204.9843528809418","210.3384615384835"
"196.68056166001554","190.573076923033"
"185.3763720295139","190.207051282022"
"188.51470421530718","190.573076923033"
"186.86121080779762","187.278846153934"
"182.59708184578426","183.9846153845495"
"182.56454250265827","182.5205128205055"
"188.92783207991639","185.0826923075825"
"196.65904515875465","189.84102564101102"
"211.99089073518033","202.28589743595597"
"206.08838573461412","182.5205128205055"
"184.54826046819713","179.22628205140649"
"175.4934145393692","176.664102564044"
"174.68652546754026","176.298076923033"
"176.65417747394247","175.20000000000002"
"169.97974056978003","173.735897435956"
"184.33672711110515","172.27179487191202"
"172.66442614494656","171.1737179485935"
"168.0288728099944","170.4416666665715"
"166.92058371657672","170.07564102556051"
"168.61389889815553","170.8076923075825"
"172.49733164598553","172.27179487191202"
"180.6120096623908","174.467948717978"
"178.8623398724697","174.467948717978"
"178.78949544348558","175.20000000000002"
"175.78657365528605","175.20000000000002"
"178.63732897494168","176.298076923033"
"179.3937237533147","176.298076923033"
"175.51104248875495","175.932051282022"
"175.2424011058873","175.566025641011"
"176.2379940347571","175.566025641011"
"177.1791817688076","176.664102564044"
"178.12111703019002","182.1544871794945"
"178.31272901432357","183.9846153845495"
"178.11535507053844","180.3243589744395"
"174.41059213330107","177.03012820505498"
"177.20420698699277","176.298076923033"
"177.23590807538352","175.932051282022"
"181.4193153072727","175.932051282022"
"176.58066394859316","175.20000000000002"
"180.31327653499213","174.83397435898902"
"173.8912262698697","173.003846153934"
"169.25444184880064","172.27179487191202"
"169.4841206156113","172.27179487191202"
"170.43922280121592","169.70961538454952"
"168.870570462352","168.2455128205055"
"170.32901301681062","171.905769230901"
"172.81723244096656","172.27179487191202"
"173.22832637648318","174.10192307696698"
"176.12716019741276","174.83397435898902"
"178.60828814549058","175.20000000000002"
"179.75534817823225","175.932051282022"
"179.19795671506017","175.932051282022"
"178.98506586148264","175.566025641011"
"179.07757100146267","175.932051282022"
"180.99250130356626","176.664102564044"
"184.25164347920003","177.03012820505498"
"184.19893891108745","177.03012820505498"
"181.72507177092194","177.03012820505498"
"178.573939482213","176.664102564044"
"181.16529301159747","176.298076923033"
"180.6559924976963","176.298076923033"
"181.90496620677544","175.932051282022"
"177.52850046929777","174.83397435898902"
"175.61269325508968","170.4416666665715"
"173.49038785678567","168.97756410252748"
"173.70326879512265","168.97756410252748"
"174.50525304177023","169.34358974353847"
"170.9282141691992","169.70961538454952"
"176.27631974366454","175.20000000000002"
"184.39945564230987","182.1544871794945"
"195.4985882853072","179.22628205140649"
"191.7970812238598","177.76217948707702"
"188.63916086327424","176.664102564044"
"187.932743882542","177.76217948707702"
"191.6133704206065","179.22628205140649"
"190.8838558264266","182.1544871794945"
"188.40972953761994","179.5923076924175"
"188.1626342591389","178.8602564103955"
"188.69000311257054","192.769230769099"
"195.18479032647514","237.7903846154505"
"226.22708104140997","250.2352564103955"
"205.73506066628158","194.5993589744395"
"184.85118529004396","176.664102564044"
"179.8068241809429","175.20000000000002"
"180.18912244764041","175.20000000000002"
"178.65738612726994","174.10192307696698"
"175.44910900145982","172.637820512923"
"176.76799386582496","170.8076923075825"
"173.9379728349161","169.70961538454952"
"172.19847322587373","169.34358974353847"
"171.55584673363555","170.07564102556051"
"173.77001817519607","170.8076923075825"
"178.3171183161334","176.298076923033"
"188.0871765252031","181.4224358974725"
"191.31871717697604","178.128205128088"
"184.2953256619474","178.128205128088"
"182.45952248368485","175.932051282022"
"182.31258697990657","175.566025641011"
"183.60862134717487","176.664102564044"
"188.16869629487954","176.664102564044"
"186.92427298870916","175.566025641011"
"186.0602772066676","174.83397435898902"
"191.47036406175053","180.6903846154505"
"211.81536597263158","207.7762820514065"
"227.79169798900193","207.7762820514065"
"196.38767986036012","179.22628205140649"
"180.31269779561387","174.467948717978"
"180.6045202461868","173.003846153934"
"180.23690173817587","172.637820512923"
"178.5923421861096","171.53974358960448"
"174.28239034606867","170.07564102556051"
"168.44118594717347","169.70961538454952"
"166.81456670606758","167.14743589747252"
"166.36134951992508","167.14743589747252"
"165.1797167931628","168.2455128205055"
"167.10989382764075","169.70961538454952"
"171.44479601530537","173.735897435956"
"181.73127111389164","175.566025641011"
"188.63147000884638","175.566025641011"
"186.01017432770797","175.20000000000002"
"181.30341905212833","172.637820512923"
"181.1624357947014","172.27179487191202"
"183.88822171884078","172.637820512923"
"182.80733088908843","172.27179487191202"
"181.14214426546675","172.27179487191202"
"179.62403056764435","172.27179487191202"
"182.6023573877809","176.298076923033"
"189.65059412568138","177.76217948707702"
"188.24003299978597","176.298076923033"
"176.85491165776384","173.369871794945"
"171.1719440222269","171.905769230901"
"165.921676955391","170.07564102556051"
"166.77505672325884","167.8794871794945"
"162.46298784176292","166.78141025646153"
"159.2761210412314","163.85320512808798"
"164.66079340912955","161.29102564101098"
"163.17581248810268","159.460897435956"
"163.2909200308011","159.09487179494502"
"164.88254481950042","159.826923076967"
"167.92718611856938","161.29102564101098"
"168.26729557771765","164.219230769099"
"174.84382533329526","168.97756410252748"
"179.38113555369367","172.27179487191202"
"178.94847401808119","172.27179487191202"
"176.95501625404117","170.4416666665715"
"176.5187478236821","170.07564102556051"
"176.7053858834099","170.8076923075825"
"174.55313581857556","170.8076923075825"
"174.14111495030073","170.4416666665715"
"175.1787615117582","171.905769230901"
"183.23605235522214","178.128205128088"
"189.02907187935972","174.10192307696698"
"192.58290963402033","175.932051282022"
"184.39561582586458","172.27179487191202"
"175.2428253432119","170.8076923075825"
"170.55916711793742","168.97756410252748"
"163.23314548736676","167.5134615384835"
"167.14566806570429","166.04935897443949"
"162.73045232205297","162.389102564044"
"162.64243608024103","156.89871794859351"
"153.20450441923637","153.6044871794945"
"150.49471236184766","152.1403846154505"
"151.72072764628334","153.2384615384835"
"154.5553975289345","156.1666666665715"
"163.31149345679225","158.36282051292298"
"177.38131197809741","164.58525641039552"
"183.52228133674512","167.14743589747252"
"177.4986231554877","166.78141025646153"
"169.55080920147537","166.04935897443949"
"170.53820643207322","166.04935897443949"
"172.56767331861468","166.41538461545048"
"170.3593499648039","166.41538461545048"
"168.25477287812475","166.78141025646153"
"168.0297147018769","166.78141025646153"
"171.5343708650851","167.5134615384835"
"177.17413733224078","169.70961538454952"
"177.06336233026477","170.4416666665715"
"166.79474276799323","167.8794871794945"
"162.60215345609618","165.3173076924175"
"161.65613658379735","162.389102564044"
"159.67354048250417","160.558974358989"
"161.6239716640905","159.826923076967"
"156.59868697280064","156.5326923075825"
"169.22380306061234","152.87243589747249"
"158.10359817832983","147.748076923033"
"154.04981622544872","145.185897435956"
"153.46865783091198","144.453846153934"
"156.44209902234047","146.28397435898898"
"157.16684930942355","149.578205128088"
"160.40990729500697","153.9705128205055"
"152.58868917574003","154.3365384615165"
"151.51047580619675","155.8006410255605"
"156.6023809448035","157.630769230901"
"160.83283591564896","158.728846153934"
"160.97635506809831","159.09487179494502"
"157.67187856812208","157.630769230901"
"160.8605258321592","156.89871794859351"
"163.02613150506684","157.630769230901"
"162.74440173525343","161.29102564101098"
"164.26112305664648","163.487179487077"
"159.91475291042744","164.58525641039552"
"165.8569754715829","163.121153846066"
"170.94549151097394","160.192948717978"
"170.90051432208028","157.630769230901"
"176.85480511735636","156.5326923075825"
"174.08886631354184","154.7025641025275"
"168.60396398026919","148.480128205055"
"141.69234761933674","142.6237179485935"
"125.08602225103124","132.008974358989"
"123.17924472887594","119.93012820505498"
"124.33920240894454","115.90384615393401"
"128.0891646394786","128.7147435896045"
"131.92761017565235","123.59038461545052"
"126.87356770339585","126.8846153845495"
"127.22601164284973","130.178846153934"
"136.8930284432189","142.9897435896045"
"150.46591527009457","154.3365384615165"
"153.7778965331424","155.8006410255605"
"146.82165611664897","156.89871794859351"
"155.1861171990931","157.630769230901"
"154.87437198145952","155.4346153845495"
"154.28614417545518","154.3365384615165"
"158.530939472592","156.89871794859351"
"161.51399380125923","163.85320512808798"
"153.63040127322384","165.6833333334285"
"159.72837301116286","164.219230769099"
"164.74375783275204","162.755128205055"
"162.4262264136236","161.29102564101098"
"156.83621077273048","158.728846153934"
"157.83084842229746","155.4346153845495"
"138.1184123143138","153.2384615384835"
"131.9327424917727","132.375"
"129.77006282169296","133.10705128202198"
"132.23888589461396","149.212179487077"
"135.17000894664525","151.40833333342852"
"147.04558953040836","153.2384615384835"
"149.59771277042228","156.89871794859351"
"164.2726410401943","162.755128205055"
"174.491649376957","171.905769230901"
"177.3112453120479","171.905769230901"
"174.96458826606326","172.27179487191202"
"175.31443488268684","171.53974358960448"
"176.37226032857507","174.467948717978"
"177.67697910072624","176.664102564044"
"175.69424389026685","171.53974358960448"
"173.77410761158842","177.03012820505498"
"180.1347968511802","182.8865384615165"
"200.85827510660718","196.79551282050548"
"218.1058886393272","213.9987179485935"
"182.88116301559654","175.20000000000002"
"168.4026423255577","168.6115384615165"
"161.71174139889854","164.219230769099"
"159.6294518747283","162.389102564044"
"156.25201514842965","159.09487179494502"
"147.34132399908017","154.7025641025275"
"148.28283450241958","154.7025641025275"
"145.74002728973147","151.7743589744395"
"150.05947986838646","151.40833333342852"
"150.728991152973","152.1403846154505"
"154.21690499760865","153.6044871794945"
"158.80048230358048","156.5326923075825"
"166.1442872617434","164.219230769099"
"171.0221774891693","170.8076923075825"
"170.80537959136265","168.2455128205055"
"169.677250344071","164.9512820514065"
"169.7485941492095","165.6833333334285"
"172.77008769277","166.04935897443949"
"170.8724494398794","166.04935897443949"
"169.97977009154403","166.04935897443949"
"172.31227194156594","166.78141025646153"
"176.75009531808496","171.53974358960448"
"190.85227434563015","173.003846153934"
"185.5620790176687","172.27179487191202"
"169.24764887208923","166.78141025646153"
"163.6796922993375","163.85320512808798"
"162.62549220364363","160.192948717978"
"161.13269156271264","158.36282051292298"
"160.10415618395152","155.0685897435385"
"154.07242929743302","150.31025641039548"
"143.10359563551168","147.016025641011"
"138.860468038051","136.76730769241752"
"141.36291240657818","133.83910256404403"
"138.51129292265236","138.59743589747248"
"146.34120855120503","146.65"
"147.1416564253093","153.2384615384835"
"155.70028624620593","157.2647435896045"
"166.33648386289963","162.389102564044"
"165.36489096628657","162.755128205055"
"160.15431559679675","162.389102564044"
"161.6716441853103","162.02307692303302"
"165.9002443427315","161.657051282022"
"163.19458587241894","162.389102564044"
"164.99370472457423","162.389102564044"
"167.1240003200413","163.121153846066"
"171.76213503059307","164.9512820514065"
"177.39360764946107","166.41538461545048"
"177.35055291572655","168.2455128205055"
"169.15256210147143","164.58525641039552"
"163.49236357253716","162.389102564044"
"159.44007456067436","160.192948717978"
"156.92443483768236","158.728846153934"
"152.61863822648823","156.5326923075825"
"146.73759573288308","152.87243589747249"
"148.5771924175913","149.212179487077"
