"DataEntries: 8756, TestEntries: 8, Epochs: 3000, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"349.2596676010911","338.9736379613424"
"340.2446038197333","335.9630931458565"
"323.17291072021794","313.8857644990455"
"302.25360541570933","309.8717047451785"
"298.7149999757746","310.87521968378803"
"294.7020808630798","302.8471001757685"
"293.2518582907806","291.80843585249147"
"296.49681237515694","290.80492091388203"
"291.6883831866854","283.780316344472"
"285.662191853311","280.769771528929"
"274.71885568799286","277.7592267136715"
"279.32704884773744","277.7592267136715"
"283.4401847899981","275.7521968364525"
"282.7413199948143","282.7768014058625"
"279.4488667004755","286.79086116001497"
"296.1631885370872","293.815465729425"
"295.9315908733532","311.878734622112"
"312.18733440400274","316.8963093145885"
"317.83567202588415","316.8963093145885"
"301.5221740206505","320.9103690685412"
"311.14658016605773","311.878734622112"
"309.82279517975593","314.889279437655"
"323.892413534423","315.892794375979"
"341.5868183034482","343.99121265377886"
"343.0507907721988","349.00878734622114"
"336.4829496514704","339.9771528998377"
"317.80580426025296","322.9173989455318"
"311.8527194874571","311.878734622112"
"307.8280687185797","312.8822495607215"
"304.5445300106314","307.864674868245"
"294.7629890352413","292.8119507908155"
"291.9020324808148","283.780316344472"
"283.9448516866149","275.7521968364525"
"275.95385361141405","262.706502636242"
"250.37954591728175","259.695957820699"
"266.32920898174916","276.75571177506197"
"289.26528445106516","290.80492091388203"
"333.8574392889851","364.06151142355355"
"446.3031927268398","432.3005272406915"
"383.2731193070682","383.1282952548215"
"362.13971918391576","357.0369068541435"
"364.2804878777407","357.0369068541435"
"373.20479546399423","371.0861159929635"
"409.91079109751325","422.265377856024"
"382.26497758874797","389.149384885622"
"373.9744006346758","380.1177504392785"
"396.6076762752682","409.219683655528"
"471.1032192112386","496.525483303991"
"500.46604342491895","513.585237258354"
"361.63277937469104","362.05448154656295"
"312.02141696865385","316.8963093145885"
"305.85910928920276","307.864674868245"
"308.35409684557936","302.8471001757685"
"293.01737640351394","300.84007029883503"
"293.1644096735047","289.8014059752725"
"298.96990672791117","289.8014059752725"
"279.72191324788645","285.7873462214055"
"283.2771610207279","287.794376098339"
"291.87922742199925","283.780316344472"
"291.192509684519","288.7978910369485"
"296.878512261729","305.85764499131153"
"341.5104702344031","338.9736379613424"
"389.7727803114553","409.219683655528"
"368.9592484417533","368.0755711775062"
"349.16733772118954","352.0193321616956"
"342.26706349883807","342.987697715295"
"348.80074655800723","353.0228471001623"
"360.219570818221","360.0474516696009"
"358.39103441181805","353.0228471001623"
"354.61260127604686","347.0017574692448"
"360.9166296361326","365.06502636204885"
"414.1916062647704","429.289982425434"
"468.4517715634249","456.3848857644645"
"346.44146008035233","357.0369068541435"
"331.3441280234638","344.9947275922685"
"321.4549785384036","319.9068541300459"
"316.56446583049836","318.9033391915506"
"307.136890500349","306.8611599296355"
"294.80699475996903","295.82249560635853"
"304.4497509463551","295.82249560635853"
"284.8618406059843","288.7978910369485"
"289.64776271767744","289.8014059752725"
"289.49996173495225","291.80843585249147"
"297.60046209400014","297.829525483292"
"306.17929442267496","311.878734622112"
"333.3280272207894","342.987697715295"
"379.82412029595133","373.0931458699541"
"359.64894137145046","379.1142355009545"
"351.9641560462314","365.06502636204885"
"351.4944513574356","362.05448154656295"
"365.87595851277126","366.0685413005156"
"376.7778061831055","363.05799648505825"
"358.8328291668993","359.0439367311056"
"359.8146956915578","358.0404217926103"
"383.9502835731088","369.0790861160015"
"429.0801741798095","409.219683655528"
"472.62183711553115","484.4833040421045"
"352.63984651502227","360.0474516696009"
"327.71539977178696","336.9666080843518"
"321.7337172590724","318.9033391915506"
"318.8244345409416","322.9173989455318"
"312.3608555358427","319.9068541300459"
"307.7645481319497","300.84007029883503"
"304.86704286787887","304.854130052702"
"294.399917961107","296.8260105446825"
"295.42805015768647","297.829525483292"
"297.9885651803104","299.8365553602255"
"300.13370582086077","308.868189806569"
"311.7406358726855","320.9103690685412"
"349.72641379370674","344.9947275922685"
"398.60882317506776","410.2231985941375"
"347.8056898258452","334.9595782073897"
"335.25215663018633","323.9209138839985"
"326.3924271492951","319.9068541300459"
"336.2927124535649","330.94551845343705"
