"DataEntries: 8756, TestEntries: 24, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"361.1503394936248","338.9736379613424"
"350.3887641591335","335.9630931458565"
"307.47691272350954","313.8857644990455"
"300.92096447638335","309.8717047451785"
"308.4993131415285","310.87521968378803"
"298.67759979600885","302.8471001757685"
"292.87527394169626","291.80843585249147"
"296.00380573131105","290.80492091388203"
"289.9638004161284","283.780316344472"
"276.97098933279335","280.769771528929"
"281.3076435598614","277.7592267136715"
"272.91914337120335","277.7592267136715"
"277.0586427977244","275.7521968364525"
"291.3347402788845","282.7768014058625"
"286.6215931337082","286.79086116001497"
"294.0555667805334","293.815465729425"
"300.76760887899536","311.878734622112"
"314.97204964229564","316.8963093145885"
"313.8571631183035","316.8963093145885"
"316.36387747015146","320.9103690685412"
"318.9614359217668","311.878734622112"
"300.42731279480967","314.889279437655"
"300.283968571757","315.892794375979"
"322.3943356699511","343.99121265377886"
"376.4653624278833","349.00878734622114"
"340.8919089940478","339.9771528998377"
"308.12381409128625","322.9173989455318"
"304.5642874244161","311.878734622112"
"311.1725148102537","312.8822495607215"
"307.24608263380986","307.864674868245"
"296.6397736143782","292.8119507908155"
"291.614366131134","283.780316344472"
"277.73086008643935","275.7521968364525"
"267.609023602613","262.706502636242"
"250.3622839897614","259.695957820699"
"257.55672020335504","276.75571177506197"
"284.85431379574266","290.80492091388203"
"324.47660623389476","364.06151142355355"
"445.90586120920625","432.3005272406915"
"373.00072671105033","383.1282952548215"
"356.8105038696841","357.0369068541435"
"318.694171705984","357.0369068541435"
"358.81966372665977","371.0861159929635"
"389.67703576491823","422.265377856024"
"392.9102835244053","389.149384885622"
"372.77713804192047","380.1177504392785"
"390.4287836930434","409.219683655528"
"440.7896173966028","496.525483303991"
"524.5179344245873","513.585237258354"
"391.5700061889512","362.05448154656295"
"342.8080547504501","316.8963093145885"
"313.792928948692","307.864674868245"
"300.08495532565854","302.8471001757685"
"298.5875239484556","300.84007029883503"
"291.36586470093107","289.8014059752725"
"297.74233409294703","289.8014059752725"
"283.30287492561115","285.7873462214055"
"284.05278216740965","287.794376098339"
"288.29363299412574","283.780316344472"
"289.2307220116407","288.7978910369485"
"301.1797646290359","305.85764499131153"
"322.37924095565756","338.9736379613424"
"392.319509824264","409.219683655528"
"369.87514627824066","368.0755711775062"
"331.62202155165727","352.0193321616956"
"335.3777150139197","342.987697715295"
"345.11729756926786","353.0228471001623"
"347.731316293924","360.0474516696009"
"344.9331595100623","353.0228471001623"
"350.25205917799906","347.0017574692448"
"364.8888166840278","365.06502636204885"
"412.442203776472","429.289982425434"
"498.9385061355743","456.3848857644645"
"380.35374165881194","357.0369068541435"
"317.76595950861775","344.9947275922685"
"318.81857538858617","319.9068541300459"
"305.5586606286382","318.9033391915506"
"309.4403644609088","306.8611599296355"
"294.0191662611144","295.82249560635853"
"301.85556424799256","295.82249560635853"
"285.4623588794421","288.7978910369485"
"283.2852583830909","289.8014059752725"
"280.75300202204284","291.80843585249147"
"297.9560288642657","297.829525483292"
"305.0726490779408","311.878734622112"
"331.3881217323616","342.987697715295"
"358.5205533081738","373.0931458699541"
"344.77979170094073","379.1142355009545"
"342.2756638475629","365.06502636204885"
"337.8165077921957","362.05448154656295"
"359.6195799232667","366.0685413005156"
"369.8730660410063","363.05799648505825"
"354.4771416517893","359.0439367311056"
"358.2992747883649","358.0404217926103"
"373.61394374195805","369.0790861160015"
"412.0193339328891","409.219683655528"
"459.3618804728638","484.4833040421045"
"395.78820588960656","360.0474516696009"
"323.51723418660424","336.9666080843518"
"319.4795544578466","318.9033391915506"
"307.4790774980549","322.9173989455318"
"312.89112892776365","319.9068541300459"
"308.90671269974524","300.84007029883503"
"302.8387676840255","304.854130052702"
"299.80062931503835","296.8260105446825"
"289.21855433567436","297.829525483292"
"285.51447399905004","299.8365553602255"
"308.45272615545286","308.868189806569"
"314.25849991198413","320.9103690685412"
"340.388755367208","344.9947275922685"
"401.9456718602223","410.2231985941375"
"366.44789085708356","334.9595782073897"
"325.3385335267059","323.9209138839985"
"317.37609470231706","319.9068541300459"
"327.81180274897997","330.94551845343705"
