-0.45,-0.359451084551,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.520512820513,-0.525641025641
-0.5,-0.369632580788,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.525641025641,-0.526923076923
-0.5,-0.360779105799,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.526923076923,-0.521794871795
-0.5,-0.343514829571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.521794871795,-0.516666666667
-0.5,-0.288623284639,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.516666666667,-0.520512820513
-0.5,-0.188579017264,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.520512820513,-0.505128205128
-0.5,-0.0973882248783,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.505128205128,-0.507692307692
-0.45,-0.0486941124391,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.507692307692,-0.502564102564
-0.45,-0.0314298362107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.502564102564,-0.498717948718
-0.4,-0.0602036299247,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.498717948718,-0.491025641026
-0.4,-0.0854360336432,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.491025641026,-0.503846153846
-0.35,-0.109783089863,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.503846153846,-0.494871794872
-0.4,-0.124391323595,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.494871794872,-0.483333333333
-0.4,-0.125719344843,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.483333333333,-0.461538461538
-0.4,-0.0694997786631,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.461538461538,-0.441025641026
-0.45,0.0978308986277,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.441025641026,-0.419230769231
-0.45,0.0619743249225,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.419230769231,-0.40641025641
