"DataEntries: 8756, TestEntries: 24, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 6, SecondLayer: true, SecondLayer#: 14, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 1561.0, Min: 1.0, Curve behaviour: false, Historical: false, useAverage: false, priceStack2, Skewness: false, SkewStack: 12",", useNewMethod: false, decay: 0.1"
"Range: 6567 to 8756"
"Actual","Ideal"
"249.31551994795404","288.00000000022"
"243.18599819902488","281.99999999967997"
"235.7202710621716","279.99999999976"
"233.86180399243187","274.99999999996"
"235.8780735509281","279.99999999976"
"233.1555455203462","263.99999999962006"
"225.4668982524297","219.99999999981992"
"225.09492336194944","217.99999999989996"
"225.91890624859707","215.99999999998"
"227.2150270573361","222.99999999969998"
"231.3541333925143","237.99999999987995"
"226.65573553794889","256.99999999990007"
"236.44300007731658","274.0"
"243.26213544339396","277.99999999984004"
"249.72206818845143","279.99999999976"
"249.54754475753896","279.99999999976"
"240.87257246430647","277.99999999984004"
"243.343775217396","275.99999999991996"
"253.50591526229482","277.99999999984004"
"259.34386301207564","278.9999999998"
"278.09906643123827","284.00000000038"
"303.2452911231395","291.00000000010004"
"294.3705617415221","293.00000000002"
"282.23611287565706","290.00000000014006"
"272.05427031229283","286.0000000003"
"264.3325585031888","280.99999999972"
"257.85005401134185","279.99999999976"
"252.28466567839973","270.00000000016"
"255.43831236807523","269.00000000020003"
"254.51339488945212","265.00000000036005"
"260.72575350048703","268.00000000024"
"261.05124954783594","273.00000000004"
"262.7964717892239","277.99999999984004"
"268.6099491209171","287.00000000026"
"289.68861263832895","313.99999999996"
"320.7673593804908","343.00000000036"
"327.2636486259429","343.00000000036"
"328.2360174533094","346.00000000024005"
"327.7411310247758","340.99999999966"
"325.353421802696","335.99999999986"
"318.24115013384346","319.99999999972005"
"324.6401349600857","312.00000000004"
"320.2825628551544","319.99999999972005"
"312.1514226793615","319.99999999972005"
"316.4715208600514","349.00000000012"
"344.3803520188483","409.00000000005997"
"331.1303574126142","408.0000000001"
"310.09717550028125","346.00000000024005"
"294.4400543579738","302.99999999962"
"281.824173393689","297.99999999982003"
"268.9891802466502","291.00000000010004"
"264.75371477775707","277.99999999984004"
"253.4290336849076","278.9999999998"
"257.5087176264956","275.99999999991996"
"250.48633316571625","259.99999999978"
"250.6415303335359","240.99999999976"
"245.7484413406395","255.9999999999401"
"246.1104887162553","275.99999999991996"
"267.13737119626956","312.00000000004"
"302.6721079241353","333.99999999994003"
"309.4132731483108","333.99999999994003"
"306.3897909749308","343.00000000036"
"308.98500385567024","336.99999999982"
"308.2806565819562","339.99999999970004"
"305.9733730537885","337.99999999977996"
"306.12440613712505","327.00000000022"
"307.4261351599308","320.99999999968"
"298.9711384567009","317.99999999979997"
"307.9587633822755","340.99999999966"
"340.7907662211875","365.00000000025994"
"324.08863512441815","348.00000000016"
"310.4667430164574","339.99999999970004"
"292.11616153302487","313.99999999996"
"283.2474503868569","306.00000000028"
"275.0073821943212","290.00000000014006"
"264.88791269966555","276.99999999988006"
"265.7331209375727","265.00000000036005"
"257.76075164285","254.99999999998"
"257.2102068310802","258.99999999982003"
"257.48367861823453","259.99999999978"
"259.0936476625126","274.0"
"265.0227182337883","285.00000000034004"
"287.9650179787064","323.00000000038"
"322.145849220612","369.0000000001"
"329.52123452145895","341.99999999962"
"324.01402039278037","323.00000000038"
"328.3454162892852","318.99999999976"
"327.99878475498855","328.00000000018"
"319.3572817584382","341.99999999962"
"322.6307221490772","337.99999999977996"
"322.28950157143277","341.99999999962"
"310.63321459821873","345.00000000027995"
"319.3572817584382","356.99999999979997"
"346.69714061478817","395.99999999979997"
"330.85670555500724","371.00000000002"
"312.1372074096849","327.00000000022"
"294.0298215831037","313.0"
"280.4658859710547","313.0"
"266.8869649628357","292.00000000006"
"249.29734971169933","280.99999999972"
"236.65070109436078","269.00000000020003"
"239.36828718172467","261.9999999997"
"232.3675953492749","260.99999999974"
"232.75806725852283","261.9999999997"
"229.06791829199335","270.00000000016"
"236.67787201854117","281.99999999967997"
"256.7674775156421","315.99999999988"
"300.79866147108646","337.99999999977996"
"309.30276031868937","337.99999999977996"
"296.05509364016297","334.9999999999"
"312.7556506355469","328.00000000018"
"305.0051228958582","334.9999999999"
"299.62667614247846","334.9999999999"
"307.04727435616235","334.9999999999"
"303.02081525739675","335.99999999986"
"297.01993495562317","336.99999999982"
"307.47794873167254","353.99999999992"
