-0.359451084551,-0.520512820513,-0.525641025641,-0.45
-0.369632580788,-0.525641025641,-0.526923076923,-0.5
-0.360779105799,-0.526923076923,-0.521794871795,-0.5
-0.343514829571,-0.521794871795,-0.516666666667,-0.5
-0.288623284639,-0.516666666667,-0.520512820513,-0.5
-0.188579017264,-0.520512820513,-0.505128205128,-0.5
-0.0973882248783,-0.505128205128,-0.507692307692,-0.5
-0.0486941124391,-0.507692307692,-0.502564102564,-0.45
-0.0314298362107,-0.502564102564,-0.498717948718,-0.45
-0.0602036299247,-0.498717948718,-0.491025641026,-0.4
-0.0854360336432,-0.491025641026,-0.503846153846,-0.4
-0.109783089863,-0.503846153846,-0.494871794872,-0.35
-0.124391323595,-0.494871794872,-0.483333333333,-0.4
-0.125719344843,-0.483333333333,-0.461538461538,-0.4
-0.0694997786631,-0.461538461538,-0.441025641026,-0.4
0.0978308986277,-0.441025641026,-0.419230769231,-0.45
0.0619743249225,-0.419230769231,-0.40641025641,-0.45
-0.0367419212041,-0.40641025641,-0.466666666667,-0.5
-0.106241699867,-0.466666666667,-0.464102564103,-0.6
-0.165559982293,-0.464102564103,-0.444871794872,-0.65
-0.214696768482,-0.444871794872,-0.437179487179,-0.65
-0.278884462151,-0.437179487179,-0.455128205128,-0.75
-0.331119964586,-0.455128205128,-0.441025641026,-0.8
-0.362107127047,-0.441025641026,-0.492307692308,-0.85
-0.378928729526,-0.492307692308,-0.505128205128,-0.85
-0.379814077025,-0.505128205128,-0.507692307692,-0.9
-0.367419212041,-0.507692307692,-0.497435897436,-0.95
-0.347498893316,-0.497435897436,-0.480769230769,-0.95
-0.30411686587,-0.480769230769,-0.5,-0.95
-0.222222222222,-0.5,-0.483333333333,-1.0
-0.146082337317,-0.483333333333,-0.462820512821,-1.0
-0.095174856131,-0.462820512821,-0.430769230769,-0.95
-0.0956175298805,-0.430769230769,-0.433333333333,-0.95
-0.10402833112,-0.433333333333,-0.433333333333,-0.9
-0.127490039841,-0.433333333333,-0.430769230769,-0.85
-0.144754316069,-0.430769230769,-0.439743589744,-0.85
-0.153607791058,-0.439743589744,-0.441025641026,-0.8
-0.149623727313,-0.441025641026,-0.428205128205,-0.85
-0.0934041611332,-0.428205128205,-0.414102564103,-0.85
0.020805666224,-0.414102564103,-0.40641025641,-0.8
0.0066401062417,-0.40641025641,-0.396153846154,-0.75
0.000442673749447,-0.396153846154,-0.396153846154,-0.75
-0.0473660911908,-0.396153846154,-0.412820512821,-0.75
-0.100486941124,-0.412820512821,-0.414102564103,-0.7
-0.184594953519,-0.414102564103,-0.420512820513,-0.7
-0.253652058433,-0.420512820513,-0.426923076923,-0.7
-0.304559539619,-0.426923076923,-0.432051282051,-0.7
-0.323151837096,-0.432051282051,-0.434615384615,-0.65
-0.323594510846,-0.434615384615,-0.437179487179,-0.65
-0.313413014608,-0.437179487179,-0.435897435897,-0.6
-0.303231518371,-0.435897435897,-0.428205128205,-0.6
-0.220451527224,-0.428205128205,-0.426923076923,-0.6
-0.0199203187251,-0.426923076923,-0.407692307692,-0.6
0.223107569721,-0.407692307692,-0.376923076923,-0.6
0.297476759628,-0.376923076923,-0.347435897436,-0.6
0.289951305888,-0.347435897436,-0.362820512821,-0.6
0.282868525896,-0.362820512821,-0.379487179487,-0.55
0.267374944666,-0.379487179487,-0.385897435897,-0.55
0.209384683488,-0.385897435897,-0.396153846154,-0.5
0.19167773351,-0.396153846154,-0.4,-0.55
0.18415227977,-0.4,-0.407692307692,-0.55
0.143426294821,-0.407692307692,-0.411538461538,-0.55
