"DataEntries: 4590, TestEntries: 24, Epochs: 5000, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0"
"Actual","Ideal"
"476.0736530813041","460.3989455183315"
"478.6915733647022","455.3813708261405"
"492.2635571793325","448.3567662567305"
"476.8150681810945","459.3954305800075"
"495.21457592517976","476.45518453437046"
"513.0792842783244","475.451669595761"
"501.8609043882351","467.4235500877415"
"461.5092561657436","453.3743409489215"
"459.1856681318767","434.307557117625"
"469.56586834147384","425.2759226712815"
"447.92219242760154","406.20913883998503"
"444.63146361718566","384.131810193431"
"431.684849588964","380.1177504392785"
"439.27930804704937","378.110720562345"
"453.0014784842568","380.1177504392785"
"457.50709943848005","413.233743409395"
"451.3993734565556","429.289982425434"
"490.89743042390774","433.304042179301"
"504.47397694615546","463.4094903338745"
"508.52075736291613","470.4340949032845"
"501.935420509594","469.4305799649605"
"495.7929920073235","467.4235500877415"
"480.3064211505937","465.416520210808"
"463.5088459747883","462.4059753955505"
"435.9035929806149","457.388400703074"
"473.38705708338534","443.339191564254"
"457.1343006220087","443.339191564254"
"469.33932060344836","451.367311071988"
"495.4194887827772","464.413005272484"
"481.8091738169799","466.42003514941746"
"471.11457124845975","458.391915641398"
"457.9750193279171","423.268892794348"
"468.41174156552574","436.31458699484403"
"432.113148114597","421.2618629174145"
"440.2587892497575","411.22671353246153"
"435.1019601733239","387.14235500868847"
"436.23637480079464","386.1388400703645"
"407.9958261595799","379.1142355009545"
"439.33635186635763","387.14235500868847"
"442.7701217501216","411.22671353246153"
"445.33545541575637","423.268892794348"
"455.88217588456104","425.2759226712815"
"501.29404986819475","444.342706502578"
"480.80858198123127","445.3462214411875"
"472.44189942453966","445.3462214411875"
"451.76491846938666","449.36028119505454"
"452.3097536848537","448.3567662567305"
"462.87006330390733","445.3462214411875"
"435.9289908561707","446.3497363795115"
"457.91877119235","440.328646748711"
"446.25491447262","433.304042179301"
"465.4230877464339","439.32513181010154"
"493.5564883061834","461.402460456941"
"515.1321674649813","465.416520210808"
"503.56177212550335","455.3813708261405"
"465.6714516306449","423.268892794348"
"462.1140797509727","423.268892794348"
"441.1755976724053","416.24428822493803"
"436.6255133196821","409.219683655528"
"434.1827449545677","404.2021089630515"
"418.461121980265","403.1985940247275"
"404.79116561841545","400.1880492091845"
"415.53910640561605","406.20913883998503"
"453.5445294550118","426.27943760989103"
"460.49240712043684","431.2970123023675"
"456.33471594501384","436.31458699484403"
"480.67753780473834","442.3356766256445"
"483.42958531237934","445.3462214411875"
"474.6615082311993","442.3356766256445"
"455.2442241741124","440.328646748711"
"443.0339257572659","434.307557117625"
"442.51741232790175","433.304042179301"
"441.71727979677246","424.2724077329575"
"441.2488057523366","420.258347978805"
"453.4855133203406","419.254833040481"
