"consumption","wind speed","time1","time2","time3","time4","time5","time6","time7","time8","time9","time10","time11","time12","time13","time14","time15","time16","time17","time18","time19","time20","time21","time22","time23","time24","last price","price"
-0.44830659536541895,0.2682926829268293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9625668449197862,0.9625668449197862
-0.4692513368983957,0.2682926829268293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9625668449197862,0.9518716577540107
-0.48351158645276293,0.2195121951219512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9518716577540107,0.9625668449197862
-0.45320855614973266,0.12195121951219523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9625668449197862,0.427807486631016
-0.42691622103386806,0.07317073170731714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427807486631016,0.7112299465240641
-0.39349376114082,-0.024390243902439046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7112299465240641,0.42245989304812825
-0.3435828877005348,-0.07317073170731703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42245989304812825,0.42245989304812825
-0.25,-0.12195121951219512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42245989304812825,0.6898395721925135
-0.4197860962566845,-0.41463414634146345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6898395721925135,0.9893048128342246
-0.43449197860962563,-0.41463414634146345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893048128342246,0.946524064171123
-0.4371657754010695,-0.41463414634146345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946524064171123,0.9518716577540107
-0.3351158645276292,-0.31707317073170727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9518716577540107,0.31016042780748654
-0.3654188948306596,-0.36585365853658536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31016042780748654,0.15508021390374327
-0.36274509803921573,-0.41463414634146345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15508021390374327,0.04278074866310155
-0.3618538324420677,-0.36585365853658536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04278074866310155,0.160427807486631
-0.3266488413547237,-0.41463414634146345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160427807486631,0.3796791443850267
-0.25713012477718356,-0.41463414634146345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3796791443850267,0.9679144385026739
-0.18850267379679142,-0.1707317073170732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9679144385026739,0.6844919786096257
-0.267825311942959,-0.2195121951219512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6844919786096257,0.3850267379679144
-0.3088235294117647,-0.2682926829268293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3850267379679144,0.2727272727272727
-0.32397504456327986,-0.2682926829268293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727,0.26203208556149726
-0.3088235294117647,-0.31707317073170727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26203208556149726,0.34224598930481287
-0.286096256684492,-0.31707317073170727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34224598930481287,0.5561497326203209
-0.29144385026737973,-0.5609756097560976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5561497326203209,0.9144385026737969
-0.33333333333333337,-0.46341463414634143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9144385026737969,0.8288770053475936
-0.3337789661319073,-0.46341463414634143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8288770053475936,0.8609625668449199
-0.29679144385026734,-0.8048780487804879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8609625668449199,0.9518716577540107
-0.3074866310160428,-0.8048780487804879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9518716577540107,0.8770053475935828
-0.30659536541889487,-0.5609756097560976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8770053475935828,0.9304812834224598
-0.31951871657754005,-0.5121951219512195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9304812834224598,0.893048128342246
-0.04723707664884136,-0.6097560975609756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893048128342246,0.9893048128342246
-0.06149732620320858,-0.46341463414634143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893048128342246,0.9732620320855614
-0.08244206773618534,-0.41463414634146345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9732620320855614,0.9572192513368984
-0.09001782531194291,-0.46341463414634143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9572192513368984,0.9732620320855614
-0.31951871657754005,-0.07317073170731703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9732620320855614,0.9946524064171123
-0.4251336898395722,-0.1707317073170732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9946524064171123,0.9839572192513368
-0.43582887700534756,-0.1707317073170732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9839572192513368,0.9679144385026739
-0.45276292335115864,-0.1707317073170732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9679144385026739,0.946524064171123
-0.4509803921568627,-0.2195121951219512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946524064171123,0.9304812834224598
-0.429144385026738,-0.1707317073170732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9304812834224598,0.946524064171123
-0.3890374331550802,-0.12195121951219512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946524064171123,0.8983957219251337
-0.3293226381461676,-0.1707317073170732,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8983957219251337,0.9411764705882353
-0.2361853832442068,-0.12195121951219512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9411764705882353,0.8716577540106951
