"DataEntries: 8756, TestEntries: 24, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 6, SecondLayer: true, SecondLayer#: 14, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 1561.0, Min: 1.0, Curve behaviour: false, Historical: false, useAverage: false, priceStack2, Skewness: false, SkewStack: 12",", useNewMethod: false, decay: 0.1"
"Range: 6567 to 8756"
"Actual","Ideal"
"282.6721038926396","288.00000000022"
"270.9372873142412","281.99999999967997"
"254.4829424842776","279.99999999976"
"236.10407068529491","274.99999999996"
"221.86324393598454","279.99999999976"
"211.68639903083738","263.99999999962006"
"207.65623829899357","219.99999999981992"
"206.25421518044732","217.99999999989996"
"209.34229820514827","215.99999999998"
"214.07250215268505","222.99999999969998"
"228.20578387976468","237.99999999987995"
"249.01477245518947","256.99999999990007"
"271.03128321116327","274.0"
"283.76833860169563","277.99999999984004"
"284.998211111142","279.99999999976"
"284.69863601565726","279.99999999976"
"277.9917291530181","277.99999999984004"
"273.201063613125","275.99999999991996"
"272.3595393256921","277.99999999984004"
"273.4110810952879","278.9999999998"
"292.12680046324886","284.00000000038"
"325.63422936012296","291.00000000010004"
"322.2958966016425","293.00000000002"
"308.2418541938001","290.00000000014006"
"290.8929062030437","286.0000000003"
"270.50820706262647","280.99999999972"
"254.6137794078171","279.99999999976"
"235.4792203445902","270.00000000016"
"222.14808233089673","269.00000000020003"
"219.06311526930756","265.00000000036005"
"218.39771113443032","268.00000000024"
"220.6021027598905","273.00000000004"
"227.24292214804962","277.99999999984004"
"252.33044717118435","287.00000000026"
"306.45567098745875","313.99999999996"
"335.41885646895275","343.00000000036"
"340.14263984349","343.00000000036"
"340.47336690807776","346.00000000024005"
"341.4251572215583","340.99999999966"
"340.4911843741833","335.99999999986"
"337.3601946264458","319.99999999972005"
"338.83013958165077","312.00000000004"
"336.77823829817527","319.99999999972005"
"332.18268817546857","319.99999999972005"
"334.76208728918965","349.00000000012"
"345.36227577900524","409.00000000005997"
"342.348154402845","408.0000000001"
"333.9924974006453","346.00000000024005"
"322.642512721518","302.99999999962"
"307.9505391868702","297.99999999982003"
"284.99584031341396","291.00000000010004"
"259.1934668111835","277.99999999984004"
"239.6715567077672","278.9999999998"
"231.8648486075466","275.99999999991996"
"228.60924622012374","259.99999999978"
"229.215921748072","240.99999999976"
"232.63180659126272","255.9999999999401"
"251.92486623291893","275.99999999991996"
"303.29029990121677","312.00000000004"
"332.8489925627318","333.99999999994003"
"336.8949930565295","333.99999999994003"
"337.57780912445406","343.00000000036"
"338.2046827070447","336.99999999982"
"338.0456441642605","339.99999999970004"
"338.42179290878596","337.99999999977996"
"338.47688184209045","327.00000000022"
"334.74297272338936","320.99999999968"
"331.1130237977016","317.99999999979997"
"333.36533401346173","340.99999999966"
"339.4044279776076","365.00000000025994"
"333.9780328295786","348.00000000016"
"329.0714899983088","339.99999999970004"
"317.6307557629765","313.99999999996"
"303.1749710556283","306.00000000028"
"279.6331272863826","290.00000000014006"
"252.4498766839912","276.99999999988006"
"236.21345380635944","265.00000000036005"
"228.99171570484793","254.99999999998"
"225.08744059271987","258.99999999982003"
"225.92253482485762","259.99999999978"
"230.82941730549794","274.0"
"248.3711782212556","285.00000000034004"
"298.2655124193901","323.00000000038"
"326.0106699632119","369.0000000001"
"328.64054108439336","341.99999999962"
"328.2992191759033","323.00000000038"
"333.9780328295786","318.99999999976"
"333.9255361989694","328.00000000018"
"332.1099611630352","341.99999999962"
"332.91722875903486","337.99999999977996"
"331.94487129292804","341.99999999962"
"324.1880788728761","345.00000000027995"
"327.2030243646112","356.99999999979997"
"329.57120528456716","395.99999999979997"
"329.3485541625838","371.00000000002"
"324.80575917940223","327.00000000022"
"313.9983177723453","313.0"
"299.62370026329205","313.0"
"271.52482151542563","292.00000000006"
"246.8984002759256","280.99999999972"
"232.82468970878654","269.00000000020003"
"225.86747607467737","261.9999999997"
"224.01567780164714","260.99999999974"
"224.6255049727922","261.9999999997"
"228.2812188814504","270.00000000016"
"240.40329109952245","281.99999999967997"
"283.56816109306595","315.99999999988"
"315.58125458475143","337.99999999977996"
"323.7119995187295","337.99999999977996"
"321.78244158076654","334.9999999999"
"329.67325641989754","328.00000000018"
"329.57270937045155","334.9999999999"
"328.4999454249666","334.9999999999"
"328.81490938215063","334.9999999999"
"327.79113505937926","335.99999999986"
"325.6591733889548","336.99999999982"
"321.94374199746153","353.99999999992"
