"DataEntries: 8756, TestEntries: 5, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"349.7849937200728","338.9736379613424"
"313.64995479866786","335.9630931458565"
"307.6649741429479","313.8857644990455"
"302.55072947838283","309.8717047451785"
"306.3744084184766","310.87521968378803"
"308.6925166560565","302.8471001757685"
"298.97774490763237","291.80843585249147"
"291.0376639206661","290.80492091388203"
"285.4328500365626","283.780316344472"
"278.3004450909806","280.769771528929"
"287.0863863630815","277.7592267136715"
"283.4207187981369","277.7592267136715"
"279.49092882938","275.7521968364525"
"291.1358965964907","282.7768014058625"
"265.4716334140454","286.79086116001497"
"294.6661872390377","293.815465729425"
"305.74644211735233","311.878734622112"
"318.63241760262775","316.8963093145885"
"301.88905030762777","316.8963093145885"
"317.29654779806333","320.9103690685412"
"317.12998322620484","311.878734622112"
"309.5290759359105","314.889279437655"
"308.58182017985416","315.892794375979"
"326.16351453323534","343.99121265377886"
"375.9112834964226","349.00878734622114"
"315.4683361366716","339.9771528998377"
"314.6477366252526","322.9173989455318"
"309.0398471112253","311.878734622112"
"314.2592882778594","312.8822495607215"
"310.31460810451324","307.864674868245"
"301.68489249673115","292.8119507908155"
"287.92379037089364","283.780316344472"
"277.53754024692455","275.7521968364525"
"273.8907644954238","262.706502636242"
"271.33303715712105","259.695957820699"
"276.58933075529126","276.75571177506197"
"286.8132184897635","290.80492091388203"
"329.71731720843917","364.06151142355355"
"419.71386879831914","432.3005272406915"
"387.79916214847486","383.1282952548215"
"357.14429919487037","357.0369068541435"
"357.25147120454506","357.0369068541435"
"347.7139296990926","371.0861159929635"
"385.12549990212153","422.265377856024"
"396.4735848173399","389.149384885622"
"385.07950188081423","380.1177504392785"
"400.1820846625709","409.219683655528"
"421.8827360371529","496.525483303991"
"515.8708627116358","513.585237258354"
"375.5541768149248","362.05448154656295"
"345.53680925030847","316.8963093145885"
"308.3528218178896","307.864674868245"
"312.56751104018736","302.8471001757685"
"291.7858723269228","300.84007029883503"
"296.5610908311776","289.8014059752725"
"290.8853660665987","289.8014059752725"
"285.54301386337505","285.7873462214055"
"281.5629159021637","287.794376098339"
"287.7221364966398","283.780316344472"
"290.83845772749595","288.7978910369485"
"294.0616787859655","305.85764499131153"
"326.57187761328095","338.9736379613424"
"387.98248404920713","409.219683655528"
"372.8248274916987","368.0755711775062"
"345.4334781470424","352.0193321616956"
"335.37107044556757","342.987697715295"
"336.9346297205064","353.0228471001623"
"360.1172117476084","360.0474516696009"
"363.0011875723742","353.0228471001623"
"354.3849253846172","347.0017574692448"
"368.02268125356477","365.06502636204885"
"412.8620672505011","429.289982425434"
"480.8952786044153","456.3848857644645"
"343.88979997566213","357.0369068541435"
"326.4704065104856","344.9947275922685"
"324.66251041862427","319.9068541300459"
"317.5785034147819","318.9033391915506"
"306.69715553449134","306.8611599296355"
"296.0484320673751","295.82249560635853"
"291.47603359628107","295.82249560635853"
"290.4409934937171","288.7978910369485"
"286.41799050382673","289.8014059752725"
"294.35191862210047","291.80843585249147"
"298.9656175237943","297.829525483292"
"299.9981316460566","311.878734622112"
"323.23307893579494","342.987697715295"
"371.90596692987435","373.0931458699541"
"352.43232083278554","379.1142355009545"
"346.60480906411516","365.06502636204885"
"340.743531332852","362.05448154656295"
"352.1537872829632","366.0685413005156"
"366.95323214598704","363.05799648505825"
"358.6286715100294","359.0439367311056"
"358.19935739070905","358.0404217926103"
"379.70594581730757","369.0790861160015"
"401.9788151614921","409.219683655528"
"462.87050881252947","484.4833040421045"
"360.87444107109127","360.0474516696009"
"330.48585863815237","336.9666080843518"
"321.9196609594798","318.9033391915506"
"320.4905679052513","322.9173989455318"
"308.39226540071706","319.9068541300459"
"301.7056501746381","300.84007029883503"
"296.0224433153073","304.854130052702"
"297.6961169340521","296.8260105446825"
"292.8286887085879","297.829525483292"
"294.5947105096701","299.8365553602255"
"301.026273922227","308.868189806569"
"307.8102552414749","320.9103690685412"
"345.2499819109708","344.9947275922685"
"392.3567752810095","410.2231985941375"
"376.9811571607876","334.9595782073897"
"338.01579730580823","323.9209138839985"
"322.72586726584905","319.9068541300459"
"319.3494070551157","330.94551845343705"
