"DataEntries: 8756, TestEntries: 24, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 16, SecondLayer: true, SecondLayer#: 23, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: true, useAverage: false, priceStack24, Skewness: false, SkewStack: 12",", useNewMethod: false"
"Range: 6567 to 8756"
"Actual","Ideal"
"351.9697967540321","338.9736379613424"
"322.65930973829893","335.9630931458565"
"309.1594090836137","313.8857644990455"
"300.5339782996781","309.8717047451785"
"308.6651790429823","310.87521968378803"
"307.68188955356567","302.8471001757685"
"297.49289782508254","291.80843585249147"
"288.5197540432507","290.80492091388203"
"288.1034409348123","283.780316344472"
"282.94714120099866","280.769771528929"
"278.0509256525381","277.7592267136715"
"283.81565833381586","277.7592267136715"
"284.49469629995616","275.7521968364525"
"296.85608843297547","282.7768014058625"
"299.7180186472368","286.79086116001497"
"295.14295951849414","293.815465729425"
"298.6038335166655","311.878734622112"
"319.14048189361625","316.8963093145885"
"323.07040481506795","316.8963093145885"
"321.0211537409319","320.9103690685412"
"322.5885360351847","311.878734622112"
"319.1131066703505","314.889279437655"
"323.11694712067396","315.892794375979"
"328.93237171351905","343.99121265377886"
"372.4246404500255","349.00878734622114"
"329.2583917996636","339.9771528998377"
"310.8782634123945","322.9173989455318"
"308.793199467281","311.878734622112"
"317.0260697594877","312.8822495607215"
"307.95841716942607","307.864674868245"
"302.31588811036414","292.8119507908155"
"289.42615751705193","283.780316344472"
"280.52044421437347","275.7521968364525"
"275.04062898044026","262.706502636242"
"261.2540333516332","259.695957820699"
"267.7355142363417","276.75571177506197"
"291.3198870833703","290.80492091388203"
"319.30070887999966","364.06151142355355"
"397.3776553143296","432.3005272406915"
"364.716950138619","383.1282952548215"
"351.9582453907196","357.0369068541435"
"365.04429877062313","357.0369068541435"
"356.67799902953044","371.0861159929635"
"380.3509804420366","422.265377856024"
"393.6950320247133","389.149384885622"
"370.77321426859527","380.1177504392785"
"386.61726554454674","409.219683655528"
"435.18422231607144","496.525483303991"
"528.074727795168","513.585237258354"
"391.04592201232776","362.05448154656295"
"339.4024389289565","316.8963093145885"
"312.8242551960832","307.864674868245"
"306.47521330863424","302.8471001757685"
"293.299447302232","300.84007029883503"
"290.12627685552843","289.8014059752725"
"285.03841495497767","289.8014059752725"
"280.08066302821044","285.7873462214055"
"284.81290698408446","287.794376098339"
"279.95428696125333","283.780316344472"
"278.5304061718791","288.7978910369485"
"296.37921354035683","305.85764499131153"
"328.7868371082962","338.9736379613424"
"389.46823033897806","409.219683655528"
"365.4645541240981","368.0755711775062"
"347.7525939716214","352.0193321616956"
"349.87634572492203","342.987697715295"
"340.03494264951826","353.0228471001623"
"346.9098006700169","360.0474516696009"
"339.62358736244414","353.0228471001623"
"342.17526567828173","347.0017574692448"
"354.29390638431835","365.06502636204885"
"415.30459651974905","429.289982425434"
"476.9031157361935","456.3848857644645"
"372.8997336277323","357.0369068541435"
"323.18295444130143","344.9947275922685"
"326.5319991624513","319.9068541300459"
"311.3458431170277","318.9033391915506"
"300.89710018380146","306.8611599296355"
"296.0177675576243","295.82249560635853"
"291.2998268669939","295.82249560635853"
"283.98285039937224","288.7978910369485"
"287.59330229894636","289.8014059752725"
"287.7148181063124","291.80843585249147"
"292.7021096385037","297.829525483292"
"309.0474905003837","311.878734622112"
"333.8036473353622","342.987697715295"
"378.3377582589039","373.0931458699541"
"349.1916921473223","379.1142355009545"
"352.43544513418317","365.06502636204885"
"361.16477942077677","362.05448154656295"
"355.40817068886315","366.0685413005156"
"366.63275617508475","363.05799648505825"
"345.40631822778107","359.0439367311056"
"350.72744611769997","358.0404217926103"
"363.3475534157447","369.0790861160015"
"399.7414147651455","409.219683655528"
"456.3416894385376","484.4833040421045"
"389.2224949911809","360.0474516696009"
"328.7858178265283","336.9666080843518"
"325.2333654744538","318.9033391915506"
"316.4360679076835","322.9173989455318"
"308.5641685790388","319.9068541300459"
"305.15691837099763","300.84007029883503"
"297.82181124404735","304.854130052702"
"297.7284104116183","296.8260105446825"
"291.0802139905268","297.829525483292"
"298.06653319211296","299.8365553602255"
"301.49711316529164","308.868189806569"
"318.63923249368895","320.9103690685412"
"346.16885896622153","344.9947275922685"
"386.7270770129011","410.2231985941375"
"374.73244531478156","334.9595782073897"
"327.2689082749686","323.9209138839985"
"326.1696657507593","319.9068541300459"
"319.5569560116314","330.94551845343705"
