"DataEntries: 8756, TestEntries: 24, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 6, SecondLayer: true, SecondLayer#: 14, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 632.0, Min: 61.0, Curve behaviour: false, Historical: false, useAverage: false, priceStack2, Skewness: false, SkewStack: 12",", useNewMethod: false, decay: 0.1"
"Range: 6567 to 8756"
"Actual","Ideal"
"352.79600691575746","338.9736379613424"
"301.56056256197155","335.9630931458565"
"291.9807444244581","313.8857644990455"
"308.0602102772802","309.8717047451785"
"310.6714603152695","310.87521968378803"
"302.76260502965596","302.8471001757685"
"289.6947038349988","291.80843585249147"
"285.4576862030577","290.80492091388203"
"280.53614868400626","283.780316344472"
"277.19325648607276","280.769771528929"
"278.0278076578817","277.7592267136715"
"277.6130880192801","277.7592267136715"
"289.92975693411665","275.7521968364525"
"296.433760785378","282.7768014058625"
"285.4312022189966","286.79086116001497"
"284.23413614384083","293.815465729425"
"287.46932445409055","311.878734622112"
"309.2649948605459","316.8963093145885"
"321.8394253747822","316.8963093145885"
"302.3384262786256","320.9103690685412"
"323.94771500205354","311.878734622112"
"318.6650262689958","314.889279437655"
"315.33381367697507","315.892794375979"
"329.72470936038064","343.99121265377886"
"363.6683832035167","349.00878734622114"
"308.4595120603167","339.9771528998377"
"297.5091060130974","322.9173989455318"
"313.50652045969514","311.878734622112"
"312.211293787746","312.8822495607215"
"302.4533837837797","307.864674868245"
"295.31460746722126","292.8119507908155"
"285.9701577407882","283.780316344472"
"277.8305159855274","275.7521968364525"
"270.8281448093255","262.706502636242"
"268.3892006171211","259.695957820699"
"272.5963210255364","276.75571177506197"
"287.79155200061825","290.80492091388203"
"327.80757493047145","364.06151142355355"
"383.2040957217947","432.3005272406915"
"393.6261320502922","383.1282952548215"
"337.69816961748836","357.0369068541435"
"327.2699686170449","357.0369068541435"
"355.14060605627947","371.0861159929635"
"377.7359993907574","422.265377856024"
"406.4837264860888","389.149384885622"
"377.6651376807722","380.1177504392785"
"389.425395839623","409.219683655528"
"451.69018552336684","496.525483303991"
"501.48847391264485","513.585237258354"
"428.4865153332438","362.05448154656295"
"307.7425197938319","316.8963093145885"
"306.01471324517735","307.864674868245"
"310.37685419873856","302.8471001757685"
"294.7546677086726","300.84007029883503"
"291.89596967078614","289.8014059752725"
"287.5762798888749","289.8014059752725"
"284.63032255627866","285.7873462214055"
"281.78223828550665","287.794376098339"
"290.3306623640605","283.780316344472"
"290.4846579209219","288.7978910369485"
"304.75550325618576","305.85764499131153"
"328.2374292375698","338.9736379613424"
"367.06552588147576","409.219683655528"
"381.39862415277105","368.0755711775062"
"341.11783192102274","352.0193321616956"
"338.4103456481767","342.987697715295"
"346.5406815287631","353.0228471001623"
"354.33951478234974","360.0474516696009"
"346.3089142590814","353.0228471001623"
"346.7003830014333","347.0017574692448"
"352.1345740373464","365.06502636204885"
"388.81447350510086","429.289982425434"
"460.24355041980823","456.3848857644645"
"394.9528893812811","357.0369068541435"
"308.5444363271668","344.9947275922685"
"327.9442597533195","319.9068541300459"
"321.2189717086856","318.9033391915506"
"309.0039496694619","306.8611599296355"
"300.0952284056779","295.82249560635853"
"289.1815755402205","295.82249560635853"
"287.7126916133238","288.7978910369485"
"282.5742999856388","289.8014059752725"
"289.3817744093363","291.80843585249147"
"293.56727236442646","297.829525483292"
"307.7162359280697","311.878734622112"
"336.0068852750276","342.987697715295"
"365.18575855668547","373.0931458699541"
"350.8414399521051","379.1142355009545"
"341.7955688941163","365.06502636204885"
"341.3034121941303","362.05448154656295"
"359.4517918363365","366.0685413005156"
"360.0547259231782","363.05799648505825"
"353.0472474648596","359.0439367311056"
"353.2546298492916","358.0404217926103"
"356.6745395992782","369.0790861160015"
"393.97236776841726","409.219683655528"
"441.82229235153125","484.4833040421045"
"407.1236316607679","360.0474516696009"
"305.727567224574","336.9666080843518"
"323.31649688936557","318.9033391915506"
"319.4295283709943","322.9173989455318"
"310.5662766488207","319.9068541300459"
"308.41916403844516","300.84007029883503"
"292.42386831710365","304.854130052702"
"294.46002058867765","296.8260105446825"
"289.91602734006426","297.829525483292"
"298.13533068445196","299.8365553602255"
"302.5030911107507","308.868189806569"
"312.0937455561213","320.9103690685412"
"352.55325434801955","344.9947275922685"
"371.4485299963248","410.2231985941375"
"380.5292933004015","334.9595782073897"
"310.14567192148036","323.9209138839985"
"305.65314436738635","319.9068541300459"
