"DataEntries: 8756, TestEntries: 24, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 6, SecondLayer: true, SecondLayer#: 14, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 509.0, Min: 108.0, Curve behaviour: false, Historical: false, useAverage: false, priceStack2, Skewness: false, SkewStack: 12",", useNewMethod: false, decay: 0.1"
"Range: 6567 to 8756"
"Actual","Ideal"
"269.76397211032673","275.000000000068"
"267.3863968777704","267.9999999999655"
"256.16564489324435","259.0000000000915"
"254.56177462676308","252.999999999975"
"240.4281993660702","195.999999999971"
"193.10524566699573","197.999999999943"
"206.25246290402322","241.9999999999285"
"242.4662799460441","248.00000000004502"
"251.22261024557253","252.999999999975"
"261.5392757743256","263.00000000003547"
"274.4754640348336","279.000000000012"
"309.3527446076507","304.00000000000284"
"310.15550563907766","304.00000000000284"
"300.71406480006425","305.0000000000089"
"299.30523319695226","302.9999999999968"
"310.84614858884873","311.0000000000051"
"303.00825651075365","317.0000000000013"
"312.9967700768498","302.9999999999968"
"300.640210851676","318.00000000000733"
"315.31922629575905","334.000000000044"
"346.38825337390284","371.99999999991303"
"384.28688688543775","419.000000000057"
"375.17906226863397","312.99999999999716"
"296.7514672482563","295.0000000000085"
"282.3774566448435","282.999999999956"
"277.01093699138727","278.000000000026"
"267.4159254807005","268.9999999999515"
"266.1963678399983","256.999999999919"
"246.36298582652057","256.999999999919"
"253.33207687324295","249.00000000003098"
"245.99193280650923","248.00000000004502"
"247.03785409911907","250.000000000017"
"252.34212173534775","253.999999999961"
"261.97761737364937","262.0000000000495"
"271.97245814215944","282.999999999956"
"309.3503867546165","301.0000000000048"
"300.186027973594","294.0000000000025"
"284.9917314536875","284.999999999928"
"283.55487203108305","286.9999999999"
"291.64701795267916","288.0000000000865"
"283.0024750987889","288.0000000000865"
"283.66783504080286","288.0000000000865"
"284.5839266846108","289.99999999999835"
"296.38865209562977","302.9999999999968"
"302.58777618596974","307.00000000000097"
"318.0253088162773","305.0000000000089"
"296.0606317089202","289.99999999999835"
"279.82581755343375","281.99999999997"
"271.5791693788749","271.9999999999095"
"266.3755547474503","266.9999999999795"
"257.0019709265775","257.999999999905"
"253.92867694781648","245.000000000087"
"231.64856867305468","236.0000000000125"
"228.44641293946302","208.0000000000035"
"213.63573218008003","199.99999999991502"
"206.84086126445868","212.9999999999335"
"224.0617001926795","235.0000000000265"
"245.094138862908","252.999999999975"
"263.22481016833086","264.0000000000215"
"279.21254439053996","278.000000000026"
"279.27896024083856","279.000000000012"
"271.8490758908921","278.000000000026"
"278.57539470133815","277.00000000004"
"280.4594195879038","276.000000000054"
"274.3398837411976","278.000000000026"
"275.43883842475935","278.000000000026"
"279.6459789674393","279.999999999998"
"288.99887058857064","284.999999999928"
"295.92741719090174","288.99999999999227"
"309.59653760155686","294.0000000000025"
"287.9919284162968","283.999999999942"
"275.8282957675919","278.000000000026"
"268.3503129581855","271.9999999999095"
"267.517304513567","267.9999999999655"
"259.951432786086","262.0000000000495"
"259.3941708121676","251.999999999989"
"240.21994983325095","241.9999999999285"
"228.6856498612973","219.00000000005002"
"212.6915596649843","216.000000000092"
"210.35257517885879","221.000000000022"
"224.75806323370574","234.0000000000405"
"243.4160977509668","253.999999999961"
"266.9229394236105","265.0000000000075"
"272.8814378440349","278.000000000026"
"275.18169564512937","278.000000000026"
"269.9927183831583","275.000000000068"
"274.95917476166176","274.000000000082"
"270.00258878929833","275.000000000068"
"273.6258549417204","274.000000000082"
"270.24622894649224","274.000000000082"
"275.188520279332","276.000000000054"
"283.03700700736687","283.999999999942"
"292.2933140789667","288.99999999999227"
"304.70568803432485","289.99999999999835"
"281.4574349032129","281.99999999997"
"272.85459261372745","278.000000000026"
"270.19631788781555","274.000000000082"
"270.18124057140443","271.9999999999095"
"265.6054104576815","268.9999999999515"
"262.0297233927056","260.00000000007753"
"255.2342123006372","255.99999999993298"
"249.73456559163165","252.999999999975"
"249.57727622973658","252.999999999975"
"253.77571804339405","256.999999999919"
"262.4181731384676","261.0000000000635"
"273.0874639438866","271.9999999999095"
"293.3786049821808","276.000000000054"
"319.4986947954284","289.99999999999835"
"301.38182436530707","291.0000000000044"
"289.94225523621344","288.99999999999227"
"290.0949608840125","288.0000000000865"
"296.1449811168166","288.99999999999227"
"291.14252892007346","288.99999999999227"
"288.5935622567803","289.99999999999835"
"293.4370431010813","292.9999999999965"
"303.03458645308797","298.00000000000665"
