"DataEntries: 8756, TestEntries: 24, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 6, SecondLayer: true, SecondLayer#: 14, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 509.0, Min: 108.0, Curve behaviour: false, Historical: false, useAverage: false, priceStack2, Skewness: false, SkewStack: 12",", useNewMethod: false, decay: 0.1"
"Range: 6567 to 8756"
"Actual","Ideal"
"256.69643853936935","275.000000000068"
"256.32933048037916","267.9999999999655"
"250.93560454136977","259.0000000000915"
"244.17564658165452","252.999999999975"
"248.90482203295483","195.999999999971"
"196.1237473615","197.999999999943"
"202.6322185733984","241.9999999999285"
"249.90074907882098","248.00000000004502"
"260.50248214249336","252.999999999975"
"270.5494877131098","263.00000000003547"
"285.04986027747947","279.000000000012"
"289.9572275023592","304.00000000000284"
"302.0193947287124","304.00000000000284"
"295.2134930614681","305.0000000000089"
"293.4439687390878","302.9999999999968"
"291.39298793451525","311.0000000000051"
"296.6662430742661","317.0000000000013"
"305.7266257353058","302.9999999999968"
"299.6720246817912","318.00000000000733"
"312.06701292030465","334.000000000044"
"325.823512008703","371.99999999991303"
"356.05617252351317","419.000000000057"
"375.9214203465533","312.99999999999716"
"301.7421615264269","295.0000000000085"
"282.22903362623566","282.999999999956"
"268.42394208083397","278.000000000026"
"260.3690209922483","268.9999999999515"
"249.43409827170498","256.999999999919"
"255.13952155599318","256.999999999919"
"258.1370457508947","249.00000000003098"
"252.82373364405734","248.00000000004502"
"253.692700620903","250.000000000017"
"261.00190730433445","253.999999999961"
"270.0694395312863","262.0000000000495"
"279.66882423119216","282.999999999956"
"289.4081622338739","301.0000000000048"
"294.6081871648784","294.0000000000025"
"285.6492933318872","284.999999999928"
"278.2101870690845","286.9999999999"
"278.24931584746537","288.0000000000865"
"279.02356907217285","288.0000000000865"
"285.8885696517921","288.0000000000865"
"289.7828701494106","289.99999999999835"
"289.87741776692013","302.9999999999968"
"301.64629930454424","307.00000000000097"
"308.2560139877943","305.0000000000089"
"302.46788141011444","289.99999999999835"
"286.3924570161103","281.99999999997"
"274.5302615775148","271.9999999999095"
"262.00571040119445","266.9999999999795"
"254.15077407538365","257.999999999905"
"243.26289608486536","245.000000000087"
"238.38701253205625","236.0000000000125"
"232.39672666225053","208.0000000000035"
"206.19010254600883","199.99999999991502"
"200.4343172964434","212.9999999999335"
"219.2851364830898","235.0000000000265"
"247.00306194840573","252.999999999975"
"267.23768456770983","264.0000000000215"
"265.85289025401806","278.000000000026"
"273.93709272396916","279.000000000012"
"270.0134774361822","278.000000000026"
"270.3936219114148","277.00000000004"
"268.34854959781114","276.000000000054"
"267.0152695030404","278.000000000026"
"274.4741597297612","278.000000000026"
"280.6482049799249","279.999999999998"
"283.97771835021416","284.999999999928"
"289.7054390789681","288.99999999999227"
"296.24912861703405","294.0000000000025"
"297.0232823036763","283.999999999942"
"283.7960281049698","278.000000000026"
"274.86424395658435","271.9999999999095"
"265.56651187821495","267.9999999999655"
"258.2125198084944","262.0000000000495"
"248.80281398779226","251.999999999989"
"247.10953434480058","241.9999999999285"
"237.87796552694203","219.00000000005002"
"215.9065667532372","216.000000000092"
"216.08401595248708","221.000000000022"
"224.77610410679586","234.0000000000405"
"243.19653975299616","253.999999999961"
"263.9629255827006","265.0000000000075"
"263.30255216256995","278.000000000026"
"268.1026671193001","278.000000000026"
"268.4580048534883","275.000000000068"
"265.93022520111026","274.000000000082"
"263.4874282206597","275.000000000068"
"269.5982206041147","274.000000000082"
"274.92864821995266","274.000000000082"
"278.4307388470958","276.000000000054"
"279.80419383677884","283.999999999942"
"289.41796653040734","288.99999999999227"
"297.65515735548166","289.99999999999835"
"296.3621541799397","281.99999999997"
"284.6153968503181","278.000000000026"
"276.9784920986188","274.000000000082"
"269.6453557118562","271.9999999999095"
"263.6689329006825","268.9999999999515"
"257.0205201870561","260.00000000007753"
"257.17367191279453","255.99999999993298"
"254.6289511934443","252.999999999975"
"254.84109089895554","252.999999999975"
"259.7437031536681","256.999999999919"
"269.10078850513787","261.0000000000635"
"279.35788865880914","271.9999999999095"
"294.8508030874348","276.000000000054"
"297.7678440010677","289.99999999999835"
"302.21050127210225","291.0000000000044"
"294.9714985004677","288.99999999999227"
"290.96072538416036","288.0000000000865"
"291.0177874723232","288.99999999999227"
"289.4927932099376","288.99999999999227"
"290.77151585833343","289.99999999999835"
"297.5318104088336","292.9999999999965"
"299.1603796464362","298.00000000000665"
