"actual","ideal"
"276.6565105323609","278.9999999998"
"280.1720027202599","276.99999999988006"
"282.12404155855177","274.0"
"284.5749126875006","272.00000000008"
"286.8805508363247","272.00000000008"
"288.2167833475841","273.00000000004"
"291.71179041705017","281.99999999967997"
"296.65759983093443","293.99999999998"
"302.6855217897151","289.00000000017997"
"307.8491767057081","284.00000000038"
"311.6985386957427","275.99999999991996"
"311.35710628483565","272.00000000008"
"313.22629151679183","267.00000000028"
"314.2299773743117","260.99999999974"
"311.3088488608832","259.99999999978"
"309.814220204862","254.00000000002"
"306.591228789863","241.99999999972"
"300.47304640288456","237.99999999987995"
"297.0519210072402","243.99999999964007"
"299.13817258130166","238.99999999984004"
"305.5078027173171","292.00000000006"
"322.18765924068776","371.00000000002"
"345.3031106508854","421.00000000036"
"355.76801200334853","394.99999999984"
"392.7050947433543","363.00000000034"
"384.6733165065382","336.99999999982"
"373.716522354725","334.9999999999"
"369.7833672830559","333.99999999994003"
"366.19855428833483","328.00000000018"
"352.84229852487283","323.00000000038"
"357.6488802950179","333.99999999994003"
"368.5785501087418","410.00000000001995"
"370.1535317261868","351.99999999999994"
"370.19600607203944","334.9999999999"
"359.1208066255368","289.00000000017997"
"343.6568780920659","278.9999999998"
"330.3272292117467","268.00000000024"
"318.2682515922276","262.9999999996601"
"303.62698983635454","271.00000000012"
"293.41407612238044","269.00000000020003"
"286.30530372219926","271.00000000012"
"283.80465474777463","273.00000000004"
"288.13069537541924","274.99999999996"
"288.5367481911052","279.99999999976"
"301.0043435161676","327.00000000022"
"337.5150182259181","409.00000000005997"
"361.87569684730175","451.99999999989996"
"373.24721414212485","452.99999999986"
"436.8664373793735","393.99999999988"
"418.99623409186296","335.99999999986"
"402.82053294921366","332.99999999998005"
"393.58426522862663","332.99999999998005"
"386.52873032741104","327.00000000022"
"372.9184122981303","327.00000000022"
"374.9842904382061","335.99999999986"
"381.34153426932517","433.99999999984"
"390.0466296525815","527.00000000002"
"394.14585478348926","423.00000000028"
"389.72269851317435","371.00000000002"
"370.51855950617187","327.00000000022"
"350.9269814915162","296.99999999985994"
"339.5255127855727","282.99999999963995"
"327.2216878674874","292.00000000006"
"319.6379522211252","288.00000000022"
"314.0010433146149","286.0000000003"
"308.59234962317754","288.00000000022"
"306.5466376316644","296.99999999985994"
"307.972430319248","323.00000000038"
"320.8012597340795","334.9999999999"
"343.1468525564017","416.99999999974"
"365.37897859509843","444.00000000022"
"373.9485698695956","454.99999999978"
"433.00740282572355","463.00000000024"
"411.80859270814307","441.00000000034004"
"395.90837963917477","434.9999999998"
"383.83495703709156","408.0000000001"
"374.846952518511","377.99999999974"
"370.8589018845483","366.00000000022"
"371.1677436482781","364.00000000029996"
"378.4345994158389","424.00000000024"
"385.4892069311334","586.99999999996"
"392.5190361583378","423.00000000028"
"393.5793263832611","383.00000000032003"
"383.7230705459055","356.99999999979997"
"383.132469598093","339.99999999970004"
"366.7922234749944","311.00000000008004"
"337.91880877897046","312.00000000004"
"321.02938508297154","299.99999999974"
"309.07133698569277","295.99999999989996"
"298.5406469080333","299.99999999974"
"297.77609072681344","311.00000000008004"
"308.21862099411857","323.00000000038"
"319.19826019587885","353.99999999992"
"341.2222944356802","584.00000000008"
"350.80236582005216","747.999999999994"
"359.02537774007243","543.0000000001601"
"473.95078884838995","543.0000000001601"
"442.37925241234467","542.0000000002"
"425.1824190381689","483.00000000022004"
"421.5446480744546","438.99999999964"
"420.1400410349541","416.99999999974"
"413.8110904713843","423.00000000028"
"412.8632637865514","409.00000000005997"
"420.61941280774226","557.0000000003799"
"428.8041340169337","892.00000000024"
"434.88875299891833","743.000000000038"
"431.5804769498949","491.99999999986"
"424.762930319965","417.99999999970004"
"411.44328504633825","368.00000000014"
"400.8202245224717","327.00000000022"
"393.1426068919945","340.99999999966"
"380.2294896731405","326.00000000026"
"363.2055170235766","313.0"
"350.9971995963566","315.99999999988"
"341.1599663019248","318.99999999976"
"339.2203421875751","318.99999999976"
"344.9609793011922","386.0000000002"
"366.31579986342217","652.99999999966"
"384.6259414763693","792.000000000028"
"392.78666598359627","638.00000000026"
"598.5671352114985","593.99999999968"
"573.0358121093012","629.9999999998"
"554.6578900045538","503.0000000002"
"543.5945412786078","432.99999999988"
"541.3598863756831","404.00000000026"
"539.153232090319","402.00000000034"
"533.2690147053496","433.99999999984"
"532.3952745147153","694.00000000036"
"534.1270193369081","827.999999999992"
"537.1114326250829","559.0000000003"
"524.3291134351394","430.99999999996"
"513.2804708691073","376.99999999978"
"504.1994890225016","393.99999999988"
"502.30037401790736","329.00000000014"
"506.4724053158668","376.99999999978"
"495.41430340866685","341.99999999962"
"491.6340693551664","331.00000000005997"
"488.68176759307886","335.99999999986"
"485.9527120105288","339.99999999970004"
"478.0179544065143","328.00000000018"
"464.3910596974232","316.99999999984"
"461.5991552321393","329.00000000014"
"483.23920432270376","347.00000000020003"
"514.5284977998573","393.99999999988"
"440.39827758650785","412.9999999999"
"479.37752191887415","380.99999999961994"
"518.4125704047138","357.99999999976"
"575.0411073574498","335.99999999986"
"656.245756410676","329.00000000014"
"740.2071795830898","333.99999999994003"
"598.9595888742953","377.99999999974"
"703.9433471973151","508.0"
"575.1080293310796","769.000000000012"
"671.9390254444039","499.00000000036"
"681.1578989746492","386.0000000002"
"648.2013927516672","355.99999999984"
"733.4155679516414","351.99999999999994"
"606.6646454627137","323.00000000038"
"734.6422033675128","329.00000000014"
"648.7379985332276","318.99999999976"
"791.634652966471","307.00000000024"
"713.4718768240386","306.00000000028"
"781.8440769467818","307.00000000024"
"711.8175585068363","301.99999999965996"
"813.800084044512","300.9999999997"
"745.2448750401395","301.99999999965996"
"712.0531835576655","301.99999999965996"
"710.8954585121116","320.99999999968"
"335.42684971830266","317.99999999979997"
"344.0271006152062","317.99999999979997"
"341.7198251200742","306.00000000028"
"339.9039002860047","292.00000000006"
"340.89056137899445","291.00000000010004"
"345.1407059908417","309.00000000015996"
"355.98726603396756","321.99999999964"
"382.23707388820026","386.0000000002"
"411.91600859445606","437.99999999967997"
"428.9654797738179","392.99999999992"
"437.0709889459327","338.99999999973994"
"431.92699989028387","334.9999999999"
"424.59061985661555","326.00000000026"
"408.8788762023629","317.99999999979997"
"377.94413184575274","306.00000000028"
"355.7980629081938","304.00000000036005"
"338.3427277352702","302.99999999962"
"325.89636591783614","298.99999999978"
"322.34717688472483","314.99999999992"
"327.27462930846707","317.99999999979997"
"351.01975238667205","430.99999999996"
"392.0823306577185","745.999999999996"
"409.2370924897298","892.00000000024"
"418.2100164479171","806.999999999974"
"1065.9160566329492","755.000000000026"
"1304.2736236587739","676.0000000003"
"1392.16147824269","593.99999999968"
"1401.0812812130414","591.99999999976"
"1401.6530133115066","548.99999999992"
"1397.7637249264785","547.99999999996"
"1390.900045870846","631.99999999972"
"1372.2477684299652","786.0000000000028"
"1368.794845687893","1061.99999999968"
"1364.5487839644793","928.00000000036"
"1316.7771682305904","493.99999999977996"
"1251.815525012729","392.99999999992"
"1138.4120904377294","334.9999999999"
"794.4094469154379","317.99999999979997"
"576.7618603001016","323.00000000038"
"480.96369143777025","319.99999999972005"
"433.42751780255605","319.99999999972005"
"407.32608277826876","323.00000000038"
