"DataEntries: 8756, TestEntries: 24, Epochs: 200, UseTestData: true, LimitEntries: true, Firstlayer#: 6, SecondLayer: true, SecondLayer#: 14, Predict: true, Curvebehaviour: false, Stacksize: 6, useLastXDays: false, Max: 1561.0, Min: 1.0, Curve behaviour: false, Historical: false, useAverage: false, priceStack2, Skewness: false, SkewStack: 12",", useNewMethod: false, decay: 0.1"
"Range: 6567 to 8756"
"Actual","Ideal"
"279.28230459713745","288.00000000022"
"284.3893766968571","281.99999999967997"
"275.59511341816057","279.99999999976"
"268.34687141723384","274.99999999996"
"267.1168380129136","279.99999999976"
"254.49494852649275","263.99999999962006"
"250.03796166451025","219.99999999981992"
"203.60404915284084","217.99999999989996"
"202.45639575606663","215.99999999998"
"222.46732535511217","222.99999999969998"
"236.88683295534065","237.99999999987995"
"240.59884769861333","256.99999999990007"
"247.62069824674018","274.0"
"278.43468149763305","277.99999999984004"
"279.75635262665236","279.99999999976"
"284.0551508033258","279.99999999976"
"276.51599904770455","277.99999999984004"
"271.6121856628596","275.99999999991996"
"270.0677397633268","277.99999999984004"
"273.951772757628","278.9999999998"
"296.9039164031626","284.00000000038"
"300.66255419397004","291.00000000010004"
"283.29677005518715","293.00000000002"
"279.22990939499346","290.00000000014006"
"256.5641239753861","286.0000000003"
"273.5720281285854","280.99999999972"
"271.6848300602808","279.99999999976"
"257.0636460729314","270.00000000016"
"262.4033692143663","269.00000000020003"
"273.9042104614816","265.00000000036005"
"272.55520440201525","268.00000000024"
"280.09013610211156","273.00000000004"
"284.7286157331835","277.99999999984004"
"288.9250510497079","287.00000000026"
"327.99106353026156","313.99999999996"
"364.9998842413461","343.00000000036"
"326.77343719389376","343.00000000036"
"317.8763648295495","346.00000000024005"
"339.27773835073094","340.99999999966"
"350.36639325260245","335.99999999986"
"344.4532660858951","319.99999999972005"
"318.5597341596855","312.00000000004"
"319.11409263078997","319.99999999972005"
"328.9450921765251","319.99999999972005"
"347.56643907737606","349.00000000012"
"383.37009560315","409.00000000005997"
"348.05768015556947","408.0000000001"
"354.5770695470352","346.00000000024005"
"311.5313636401787","302.99999999962"
"302.3916952590826","297.99999999982003"
"279.8715536377232","291.00000000010004"
"292.34042952657234","277.99999999984004"
"278.0027286319321","278.9999999998"
"264.1055778929151","275.99999999991996"
"273.6909645004035","259.99999999978"
"245.49852397432812","240.99999999976"
"235.96910464611847","255.9999999999401"
"268.91683680620486","275.99999999991996"
"302.7506582273293","312.00000000004"
"334.1526956496331","333.99999999994003"
"324.20945799854917","333.99999999994003"
"334.3706227772147","343.00000000036"
"341.9752252648381","336.99999999982"
"345.4107662891028","339.99999999970004"
"340.51720841788153","337.99999999977996"
"332.48177895506177","327.00000000022"
"329.2977307804395","320.99999999968"
"323.9911854467369","317.99999999979997"
"344.85668694384094","340.99999999966"
"368.8089162334612","365.00000000025994"
"328.07210340405646","348.00000000016"
"318.2995065517579","339.99999999970004"
"302.190046375623","313.99999999996"
"321.17245386676825","306.00000000028"
"301.74983160482464","290.00000000014006"
"293.6663251511116","276.99999999988006"
"275.0374580324822","265.00000000036005"
"266.59520835874366","254.99999999998"
"257.9095988173847","258.99999999982003"
"265.2157380592156","259.99999999978"
"272.33412190629207","274.0"
"286.18064784657184","285.00000000034004"
"316.3903238298913","323.00000000038"
"363.2920651244282","369.0000000001"
"362.1938924064876","341.99999999962"
"326.4446059565933","323.00000000038"
"320.19963053860323","318.99999999976"
"328.12871221033515","328.00000000018"
"327.4848267365178","341.99999999962"
"334.71219385823537","337.99999999977996"
"341.10160042858274","341.99999999962"
"347.6611499748455","345.00000000027995"
"366.62288876921053","356.99999999979997"
"385.9555674966717","395.99999999979997"
"351.5140031375046","371.00000000002"
"337.5060707826496","327.00000000022"
"310.5084989822502","313.0"
"308.9785888899102","313.0"
"300.4581279298745","292.00000000006"
"282.73185846789204","280.99999999972"
"272.48303365579505","269.00000000020003"
"254.17310849433727","261.9999999997"
"245.74238196419878","260.99999999974"
"249.2876567045446","261.9999999997"
"257.4739471866055","270.00000000016"
"277.6722401117382","281.99999999967997"
"293.0385621910124","315.99999999988"
"348.1235972804111","337.99999999977996"
"332.506130783098","337.99999999977996"
"320.3330227179541","334.9999999999"
"325.4860611700754","328.00000000018"
"323.6456378220597","334.9999999999"
"325.63532792243126","334.9999999999"
"319.32391708594326","334.9999999999"
"331.25569122313664","335.99999999986"
"338.5724970468667","336.99999999982"
"346.35963452983043","353.99999999992"
